eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
127.36363636363636,0.0,331,0.19475044,0.35050455,0.9496779,0.016553782,0.11639318,0.9552764035761356,1,128,37.10082195699215,12288
155.0487804878049,0.7073170731707317,358,0.004375523,0.12294515,0.95395374,0.0023534256,0.12515917,0.8988298326730728,2,256,71.36624560505152,24576
187.8421052631579,1.4912280701754386,355,0.0016279279,0.06925455,0.90860623,-0.00040118975,0.12321619,0.8762927800416946,3,384,105.92189890891314,36864
199.26470588235293,1.8235294117647058,357,0.21838652,0.13690186,0.8859574,-0.0011263445,0.097332686,0.8324733078479767,4,512,140.31867054477334,49152
206.8421052631579,2.1447368421052633,358,0.005204207,0.15201823,0.87224454,0.001430808,0.08693089,0.8896113857626915,5,640,174.6029910556972,61440
208.7375,2.2125,354,0.0032249545,0.1246338,0.8485494,-0.0015092504,0.1683793,0.8814195096492767,6,768,209.23101003840566,73728
230.15116279069767,2.953488372093023,362,0.0039416603,0.10054524,0.8324365,-0.0027477078,0.187237,0.8900924324989319,7,896,243.15721562877297,86016
236.98888888888888,3.5555555555555554,361,0.0027379808,0.09741211,0.80330634,-0.0024096314,0.2728932,0.8670967221260071,8,1024,277.1112858019769,98304
262.3157894736842,5.010526315789473,362,0.0026591155,0.09745281,0.7750227,-0.0016388155,0.2342319,0.9117029830813408,9,1152,311.02322060987353,110592
292.33,6.86,361,0.002727528,0.0958252,0.7638708,-0.00035283703,0.331153,0.9024844169616699,10,1280,345.0200733579695,122880
333.12,9.11,361,0.0020445324,0.08341471,0.76606035,-0.0021274094,0.42555892,0.866501197218895,11,1408,378.98984633386135,135168
386.51,15.18,360,0.0030492092,0.087381996,0.7698224,-0.00316803,0.35589498,0.8887452483177185,12,1536,413.0423294752836,147456
460.69,30.06,358,0.0019241086,0.065551765,0.7575064,-0.0017980569,0.3708774,0.882458508014679,13,1664,447.31147215887904,159744
540.59,46.43,362,0.0027903162,0.08235677,0.77919126,-0.0022609534,0.24202253,0.9015159383416176,14,1792,481.2120772302151,172032
650.72,73.69,363,0.15561695,0.09236654,0.7844241,-0.0035009335,0.18919681,0.8935211151838303,15,1920,515.0313339717686,184320
694.32,84.04,359,0.004793459,0.11812338,0.79920036,-0.0022316126,0.18661827,0.9035216942429543,16,2048,549.2115978896618,196608
912.9,128.78,366,0.0018259151,0.074178055,0.80842686,-0.003013535,0.15369295,0.9112985134124756,17,2176,582.7607133835554,208896
945.7,139.18,361,0.03479143,0.115926094,0.82885444,-0.0011314529,0.10674403,0.9292437881231308,18,2304,616.7615981809795,221184
1030.09,165.49,357,0.0055623716,0.12552896,0.84018314,-0.0019318674,0.119589195,0.9204841181635857,19,2432,651.1332564987242,233472
1038.81,168.32,358,0.002768429,0.10498047,0.82858634,-0.002510337,0.11759668,0.9287719130516052,20,2560,685.4102520942688,245760
1067.13,169.64,359,0.0027117424,0.09710693,0.8332682,-0.001660434,0.1414898,0.9357727020978928,21,2688,719.6013507246971,258048
1023.07,161.02,355,0.0026312768,0.079976395,0.8323586,-0.0026237017,0.14501172,0.9355788975954056,22,2816,754.1989867798984,270336
1098.14,172.14,359,0.08121783,0.10882568,0.8362457,-0.002589902,0.13532041,0.938963707536459,23,2944,788.3743506968021,282624
1187.81,185.0,360,0.0039523845,0.11350504,0.83867806,-0.001804277,0.15886472,0.9330338314175606,24,3072,822.4680807776749,294912
1135.03,173.13,365,0.0029910442,0.10201009,0.83558905,-0.0027672043,0.14804438,0.9418785870075226,25,3200,856.0645862296224,307200
1125.43,173.24,365,0.00329856,0.090759285,0.8271309,-0.0030367377,0.19663809,0.9361317977309227,26,3328,889.6603636294603,319488
1097.44,165.76,356,0.0040265494,0.12711589,0.79886246,-0.0009953786,0.15724036,0.9384712651371956,27,3456,924.0971571579576,331776
1083.35,160.51,358,0.0026302382,0.09521484,0.80645376,-0.0029099623,0.1587591,0.917756013572216,28,3584,958.3320709988475,344064
1105.57,164.17,363,0.0032858392,0.091939285,0.7889754,-0.0021598488,0.13376574,0.9529356025159359,29,3712,992.1536048091948,356352
1061.79,155.9,358,0.0021866434,0.090250656,0.77039534,-0.002088009,0.14821513,0.9586613327264786,30,3840,1026.4564054608345,368640
1059.74,150.13,359,0.020560779,0.08892823,0.78786063,-0.0031326585,0.17053841,0.9486800767481327,31,3968,1060.6824383214116,380928
1096.12,150.91,365,0.0024432177,0.092834465,0.78882414,-0.002791225,0.14960472,0.9541637636721134,32,4096,1094.3204301558435,393216
1148.95,162.4,360,0.0025574479,0.09836833,0.7916832,-0.0030651262,0.21156286,0.9364909902215004,33,4224,1128.4145970530808,405504
1145.89,160.53,353,0.042246383,0.09364828,0.8070636,-0.0035635808,0.14730565,0.9465205408632755,34,4352,1163.1319436505437,417792
1108.51,155.56,361,0.007702871,0.11682129,0.8100406,-0.0020661186,0.114235386,0.950195599347353,35,4480,1197.1411845944822,430080
1126.6,152.2,362,0.003526356,0.11612955,0.8171772,-0.0029210325,0.13452138,0.944380160421133,36,4608,1230.9986436776817,442368
1211.25,169.19,367,0.0023592052,0.095336914,0.8335223,-0.00310762,0.11930969,0.9450875595211983,37,4736,1264.4498252347112,454656
1326.4,192.34,357,0.0030551923,0.11092121,0.8276743,-0.0032372945,0.09432107,0.9462764412164688,38,4864,1298.865327551961,466944
1324.68,192.36,357,0.005288946,0.097351074,0.8187528,-0.0024171614,0.116555765,0.9434353858232498,39,4992,1333.2245491966605,479232
1363.14,200.01,357,0.0028935412,0.10337321,0.8087907,-0.003067821,0.11885798,0.9518373757600784,40,5120,1367.631816741079,491520
1341.13,197.38,359,0.0063948072,0.13515218,0.8027636,-0.00011337857,0.18561952,0.9409316852688789,41,5248,1401.8034865260124,503808
1320.36,193.83,358,0.0038148002,0.126709,0.8036556,-0.00015193428,0.12579586,0.95085284486413,42,5376,1436.0424342304468,516096
1331.35,200.35,362,0.0028562213,0.103861496,0.80456424,-0.0029350645,0.12422475,0.9584999680519104,43,5504,1469.9510220140219,528384
1367.55,201.3,357,0.002873089,0.099344894,0.81348294,-0.0033241587,0.15447304,0.9540626369416714,44,5632,1504.3612100593746,540672
1336.22,197.42,353,0.0020479956,0.08046468,0.8004334,-0.0032651615,0.18824062,0.9486151859164238,45,5760,1539.1498125977814,552960
1329.95,193.91,361,0.0026265262,0.10044353,0.7956606,-0.0031752354,0.14564101,0.9571471251547337,46,5888,1573.1705783307552,565248
1356.93,197.77,358,0.0032205752,0.11592611,0.79355127,-0.00036565677,0.1580956,0.9538372606039047,47,6016,1607.4556244313717,577536
1372.13,200.53,365,0.004337369,0.13002524,0.79368985,-0.001536861,0.1494053,0.9477249532938004,48,6144,1641.104936271906,589824
1344.11,196.63,362,0.0038939505,0.10729981,0.8025603,-0.003967966,0.119310975,0.9498192965984344,49,6272,1674.9765288084745,602112
1303.24,185.86,364,0.0037419165,0.12790933,0.8001243,-0.0028009783,0.1536922,0.9383212327957153,50,6400,1708.6665390618145,614400
1310.25,183.93,361,0.0032272695,0.11228435,0.7884924,-0.0028888055,0.13110687,0.93351861089468,51,6528,1742.6248351745307,626688
1297.29,176.24,359,0.0034508985,0.11509196,0.79608667,-0.0037312496,0.07759951,0.9640964791178703,52,6656,1776.8250103332102,638976
1386.76,184.19,362,0.012193176,0.088134766,0.79890615,-0.0021457523,0.15761042,0.9339876547455788,53,6784,1810.6797398477793,651264
