# {"t_start": 1574858890.8769906, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
3.0,251,74.112702
137.0,1323,399.277253
275.0,1665,847.269528
385.0,1966,1376.244864
2.0,198,1424.861232
324.0,1840,1917.864931
415.0,2546,2600.82549
285.0,1637,3039.245596
0.0,127,3070.047057
396.0,2018,3610.29091
0.0,129,3641.191262
3.0,248,3704.12711
342.0,1677,4152.344703
10.0,434,4265.054332
428.0,2852,5030.503281
102.0,1256,5363.816697
2.0,202,5415.653194
335.0,1950,5936.392258
5.0,344,6024.430613
3.0,246,6087.107769
5.0,347,6177.562912
6.0,383,6278.266734
0.0,127,6308.760077
448.0,3170,7154.907495
4.0,297,7231.840761
2.0,202,7281.977229
428.0,2824,8038.560212
336.0,2072,8592.504954
3.0,254,8657.785451
2.0,190,8704.691298
287.0,2027,9246.096062
263.0,1875,9747.61604
415.0,3294,10627.485595
17.0,630,10793.168335
24.0,851,11018.970275
32.0,1096,11309.630135
51.0,1104,11602.204114
19.0,656,11775.517175
62.0,1464,12167.709733
22.0,625,12331.827792
432.0,3092,13159.762579
36.0,824,13376.545487
44.0,748,13574.964683
417.0,2465,14233.548009
409.0,2491,14898.755921
54.0,982,15160.851655
417.0,3457,16087.94022
48.0,1055,16368.105789
325.0,1973,16895.271538
18.0,473,17019.36315
57.0,1203,17339.684401
97.0,1276,17680.105966
394.0,2127,18249.824985
257.0,1936,18765.282254
142.0,1633,19201.661968
342.0,2031,19743.805184
322.0,1989,20274.172566
234.0,1931,20791.847476
383.0,2073,21345.518765
382.0,1955,21864.062195
104.0,1584,22287.141055
431.0,2957,23077.893682
335.0,2087,23636.468255
421.0,3169,24486.731537
440.0,3419,25399.865395
419.0,2367,26034.659816
389.0,2300,26647.494571
428.0,4103,27748.383459
