# {"t_start": 1574858888.2368205, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
357.0,1961,508.005664
5.0,350,604.859383
376.0,1986,1136.491025
2.0,221,1191.769839
406.0,2171,1775.203458
384.0,2299,2390.523462
1.0,173,2433.288628
8.0,370,2530.545188
408.0,2641,3240.767318
405.0,2530,3917.929371
6.0,397,4020.598702
420.0,2573,4708.772156
364.0,1820,5196.515302
0.0,129,5227.525362
0.0,129,5259.007687
432.0,3018,6067.844431
262.0,1971,6594.534123
1.0,173,6636.58865
366.0,2100,7196.104283
428.0,2611,7896.750018
355.0,2181,8480.460803
282.0,1731,8943.134881
3.0,248,9006.076299
409.0,2298,9619.767832
382.0,1771,10089.189257
8.0,429,10201.323416
415.0,2614,10900.967193
32.0,740,11096.398249
394.0,2244,11697.142475
354.0,2393,12338.328607
351.0,2274,12945.282115
353.0,2447,13599.47098
22.0,810,13815.332582
427.0,2298,14427.641852
47.0,1149,14731.930918
64.0,1175,15045.533033
417.0,2132,15616.131715
352.0,3634,16590.286789
140.0,1366,16955.62506
427.0,3456,17884.324874
74.0,1379,18251.65188
91.0,1209,18574.282028
37.0,1057,18853.629768
31.0,960,19107.173119
426.0,3038,19920.1812
459.0,3420,20837.438229
341.0,1854,21333.370059
377.0,2396,21969.197906
73.0,1006,22236.443628
428.0,7927,24366.534247
