# {"t_start": 1574858891.9843888, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
0.0,125,40.373903
331.0,2001,555.482994
0.0,129,584.77944
174.0,1607,1010.463469
2.0,200,1061.466546
5.0,350,1151.669463
278.0,1719,1613.494871
349.0,1872,2114.422657
0.0,125,2144.256461
1.0,173,2186.486075
423.0,2301,2804.229961
4.0,319,2887.948527
345.0,1671,3334.359029
122.0,1003,3601.173683
416.0,2456,4258.505962
5.0,369,4355.01424
0.0,127,4385.64141
2.0,198,4434.139017
0.0,129,4465.107201
0.0,125,4494.994344
2.0,198,4544.998555
290.0,2447,5201.343626
0.0,129,5230.592496
0.0,125,5261.095595
2.0,200,5312.076229
2.0,198,5360.000124
2.0,200,5411.234114
5.0,346,5499.189618
355.0,1957,6022.316575
0.0,123,6051.489331
388.0,1903,6561.082886
1.0,175,6603.802342
2.0,198,6653.92949
388.0,2100,7213.541247
6.0,397,7317.046762
0.0,127,7347.779068
2.0,198,7396.591345
223.0,1516,7801.331592
0.0,129,7832.482607
371.0,2312,8451.361472
406.0,2465,9111.461145
1.0,177,9154.71275
7.0,409,9260.009542
385.0,2092,9820.017197
436.0,3449,10743.237965
20.0,720,10931.488567
39.0,912,11173.221651
371.0,2055,11724.034306
202.0,1511,12127.679593
415.0,2466,12786.256469
44.0,1123,13085.927219
112.0,1526,13490.975554
32.0,918,13733.797899
420.0,4310,14889.290601
97.0,1555,15305.132712
404.0,1993,15837.374248
412.0,5665,17360.578093
150.0,1715,17818.844692
409.0,2198,18408.078033
96.0,1499,18806.80272
277.0,1753,19273.135776
349.0,4552,20495.518557
849.0,5774,22041.685752
194.0,1716,22498.990809
786.0,4985,23836.723772
425.0,4193,24960.731595
350.0,1753,25427.661701
418.0,4501,26634.550176
