# {"t_start": 1574858890.9104645, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
338.0,1801,460.24776
247.0,1628,902.616
366.0,1893,1411.377153
11.0,500,1542.904646
353.0,1930,2060.165647
330.0,2029,2602.373488
2.0,220,2658.433452
308.0,1897,3167.438472
415.0,2006,3703.590497
0.0,129,3735.027462
407.0,2275,4345.267765
2.0,198,4394.139212
382.0,2736,5126.495273
411.0,2183,5709.930795
0.0,125,5740.055837
392.0,2075,6295.931195
424.0,2447,6949.322059
2.0,202,7000.539681
5.0,326,7083.699991
16.0,559,7229.044408
409.0,2437,7882.182287
2.0,202,7933.62015
0.0,127,7963.645438
402.0,2274,8571.242639
0.0,129,8602.635277
3.0,231,8661.952837
4.0,260,8728.253518
2.0,223,8785.072007
328.0,1745,9249.409308
11.0,480,9375.504437
362.0,2153,9948.687993
382.0,2372,10583.216174
27.0,768,10786.190093
398.0,2333,11410.632593
427.0,3019,12219.657997
62.0,1248,12550.158322
33.0,821,12767.229878
420.0,3917,13819.03066
43.0,984,14078.018763
49.0,1236,14408.026203
49.0,1236,14734.473562
70.0,1086,15025.214857
51.0,1195,15343.222794
454.0,5820,16905.619462
337.0,1959,17431.122004
419.0,2356,18062.835114
398.0,2095,18622.258679
423.0,3311,19508.123995
312.0,1811,19991.353054
419.0,2436,20644.117947
392.0,1946,21164.848212
467.0,4137,22269.195407
403.0,5093,23636.443673
331.0,2335,24260.537376
760.0,3894,25302.907882
456.0,4432,26491.434449
393.0,2166,27070.111971
346.0,2238,27669.990272
