# {"t_start": 1574858885.1129377, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
378.0,2088,556.786556
4.0,297,627.451802
9.0,404,732.670694
381.0,1959,1257.929934
0.0,127,1289.074483
333.0,2041,1835.903019
5.0,350,1925.776061
1.0,173,1969.985938
0.0,129,2001.004625
0.0,125,2031.317897
2.0,202,2080.819204
374.0,1930,2597.694432
0.0,125,2627.780871
388.0,2099,3190.356669
0.0,127,3221.214022
0.0,125,3251.756448
247.0,2039,3798.194333
402.0,2384,4435.475536
2.0,198,4485.667845
370.0,2062,5036.929268
160.0,1664,5481.176827
383.0,1961,6005.638849
306.0,2062,6557.027607
2.0,200,6606.088681
309.0,1682,7054.507806
5.0,328,7138.990068
406.0,1898,7645.669489
389.0,2594,8342.243762
1.0,174,8384.838035
10.0,433,8496.336629
390.0,2277,9106.585645
431.0,2954,9896.217779
5.0,303,9972.81881
8.0,441,10086.716066
363.0,1512,10490.251681
394.0,2540,11169.884236
38.0,891,11406.941369
358.0,2186,11991.31776
45.0,1253,12323.940672
354.0,1705,12777.75219
383.0,2256,13381.956448
58.0,1348,13740.4583
25.0,766,13943.113946
432.0,3390,14851.387082
76.0,1267,15187.812692
428.0,2625,15892.960333
423.0,2399,16532.625589
109.0,1713,16991.79403
469.0,3882,18035.20147
399.0,2666,18747.925712
247.0,1486,19143.763546
424.0,4884,20453.06102
442.0,3229,21318.959107
450.0,4837,22611.923647
401.0,2140,23185.326145
100.0,1327,23537.655403
37.0,1088,23827.11746
428.0,3638,24803.496342
820.0,5080,26164.860996
211.0,1797,26643.874087
420.0,2583,27334.35488
