# {"t_start": 1574858889.033699, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
3.0,246,74.709723
386.0,2135,622.585608
2.0,200,672.151178
2.0,202,723.589283
380.0,1918,1238.131969
397.0,1951,1761.137137
395.0,2398,2401.826872
8.0,372,2499.778105
396.0,2047,3048.540428
0.0,125,3078.941185
374.0,1836,3570.57621
1.0,157,3609.094166
0.0,129,3640.044386
389.0,1752,4108.388236
3.0,248,4171.807392
0.0,125,4202.265201
0.0,125,4230.813812
12.0,513,4365.883685
1.0,173,4409.631405
413.0,2356,5039.199073
369.0,1951,5560.614209
8.0,370,5657.082252
419.0,2917,6437.519273
1.0,155,6476.858378
0.0,129,6506.242115
333.0,2101,7068.567734
0.0,129,7099.462419
0.0,127,7127.963447
481.0,3964,8192.331256
0.0,129,8223.473203
421.0,2952,9014.742612
419.0,2747,9749.945609
248.0,3656,10727.251253
411.0,2407,11371.796363
410.0,2630,12076.268701
421.0,2448,12729.908845
35.0,902,12969.673151
427.0,2202,13557.659126
32.0,897,13795.960077
411.0,3971,14859.177115
70.0,1320,15211.161207
409.0,2114,15778.126836
417.0,2369,16410.30465
415.0,2408,17056.16274
235.0,1353,17416.163064
349.0,1884,17921.813123
54.0,990,18184.492083
431.0,2600,18880.434171
424.0,3700,19869.589309
421.0,3113,20706.158582
309.0,2012,21243.089821
393.0,1683,21689.986753
98.0,1122,21986.600831
420.0,5061,23342.89324
830.0,5593,24845.765323
405.0,2485,25508.314113
428.0,5147,26888.658819
341.0,1963,27414.781172
251.0,1694,27867.662759
