# {"t_start": 1574858891.764813, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
2.0,202,61.406829
2.0,198,106.518298
406.0,4239,1224.810765
102.0,1487,1623.081118
0.0,125,1653.653136
0.0,127,1684.617331
364.0,1857,2180.534457
2.0,198,2230.926659
6.0,400,2334.873596
395.0,2215,2928.894329
331.0,2026,3471.851086
0.0,129,3502.964961
397.0,2059,4053.334058
2.0,200,4104.242538
331.0,2031,4646.663685
420.0,2490,5315.158731
408.0,2536,5993.961526
4.0,316,6074.341282
0.0,125,6104.882561
0.0,125,6135.379407
412.0,2455,6791.49258
400.0,2014,7327.584169
11.0,502,7459.430357
6.0,397,7562.690557
424.0,3458,8490.150962
384.0,2096,9050.820947
5.0,317,9133.092574
418.0,2840,9892.155246
821.0,4167,11006.760843
23.0,805,11219.581905
217.0,1494,11619.051335
390.0,2097,12180.418812
420.0,2967,12974.219446
55.0,1087,13264.282286
385.0,2511,13934.564309
427.0,2725,14661.722227
421.0,2531,15341.722121
404.0,1777,15817.23861
83.0,1129,16117.031815
106.0,1209,16437.417721
64.0,1163,16747.576056
156.0,1659,17191.646816
398.0,2316,17812.06778
414.0,1952,18335.677214
322.0,2008,18869.051862
839.0,5505,20344.540124
233.0,1682,20795.831584
103.0,1149,21102.079797
431.0,3887,22138.600304
231.0,952,22392.465274
413.0,2596,23085.929642
428.0,5826,24650.297079
346.0,1813,25133.381091
411.0,2698,25854.508842
109.0,1534,26264.32605
251.0,3481,27195.394263
301.0,1709,27654.368732
