# {"t_start": 1574858884.705655, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
2.0,200,67.752663
303.0,2218,636.281039
297.0,1732,1100.332313
365.0,1797,1582.42827
416.0,2151,2157.890926
8.0,372,2254.523047
366.0,2175,2838.527185
296.0,2092,3399.343969
419.0,2526,4076.383133
398.0,2124,4642.846127
306.0,1754,5113.598528
0.0,125,5143.880533
0.0,125,5174.210644
0.0,129,5203.419041
0.0,125,5233.657532
2.0,198,5284.804999
5.0,350,5372.795163
14.0,511,5506.790615
3.0,248,5570.318246
9.0,404,5675.435985
0.0,129,5706.310612
11.0,516,5841.370836
0.0,125,5871.495555
375.0,2474,6533.996127
390.0,1969,7059.033116
9.0,429,7171.277974
0.0,127,7199.816348
381.0,1905,7709.547592
0.0,127,7740.092973
4.0,319,7821.62905
1.0,172,7865.551311
2.0,198,7914.281858
5.0,326,7998.978588
377.0,2305,8616.527746
402.0,2256,9218.334295
2.0,224,9275.955641
266.0,1679,9723.546953
372.0,5565,11214.327068
344.0,1696,11667.350691
405.0,2367,12302.402967
405.0,2673,13016.254152
39.0,1083,13305.724358
111.0,1511,13706.029618
355.0,2311,14323.443547
40.0,1104,14617.163336
337.0,1968,15143.289266
59.0,1171,15454.762372
382.0,2323,16076.199187
124.0,1644,16515.71109
409.0,2610,17215.071129
61.0,1162,17524.539387
416.0,3489,18461.47598
759.0,4946,19787.028769
296.0,1357,20147.31906
349.0,1618,20580.905353
36.0,833,20800.991999
339.0,2072,21354.430839
343.0,1831,21841.645138
417.0,3814,22860.972019
415.0,2325,23482.642703
386.0,2248,24086.391211
409.0,2890,24859.099153
370.0,1967,25382.444785
425.0,3278,26261.958882
252.0,1251,26594.030877
302.0,2052,27142.017332
316.0,2079,27699.251947
