# {"t_start": 1574621378.1842446, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
3.0,246,65.524621
0.0,127,94.135091
0.0,127,122.358338
3.0,228,176.027418
4.0,299,246.2444
2.0,200,291.85774
2.0,200,338.685695
4.0,301,410.093382
0.0,129,438.934937
5.0,352,522.978384
5.0,352,606.635475
0.0,125,634.194797
0.0,125,661.960937
1.0,176,702.068438
5.0,352,785.947201
1.0,153,820.589863
0.0,129,849.836455
0.0,129,878.550084
0.0,129,906.651186
0.0,129,934.978828
8.0,375,1024.379173
0.0,127,1052.421874
0.0,127,1081.016073
0.0,127,1108.804598
10.0,436,1213.379059
0.0,129,1241.82768
0.0,129,1270.491188
0.0,127,1298.828732
0.0,127,1327.469026
0.0,127,1355.835134
3.0,248,1414.445639
1.0,159,1450.39728
0.0,127,1478.863727
12.0,535,1607.969728
0.0,127,1636.148108
0.0,125,1662.623703
2.0,202,1709.840361
0.0,127,1737.779548
0.0,129,1766.394054
0.0,125,1794.11325
0.0,129,1823.271034
2.0,202,1869.08343
2.0,198,1913.931862
0.0,129,1941.91422
2.0,202,1989.815144
3.0,230,2042.506131
0.0,127,2070.415194
2.0,184,2113.217785
0.0,125,2141.328029
2.0,204,2187.123282
0.0,127,2215.494762
5.0,350,2299.009439
3.0,234,2351.710208
3.0,236,2406.481076
10.0,450,2514.287265
0.0,129,2543.046411
8.0,459,2653.289903
0.0,129,2681.855013
7.0,417,2780.468204
9.0,404,2876.790176
2.0,207,2923.868175
8.0,425,3025.061143
13.0,548,3154.775542
4.0,266,3216.314121
12.0,521,3340.894675
14.0,448,3445.956081
3.0,237,3501.494602
1.0,157,3536.483314
5.0,300,3607.51395
1.0,153,3641.454459
0.0,129,3670.196949
8.0,432,3773.4201
7.0,394,3866.577978
23.0,705,4035.556341
2.0,204,4080.885341
13.0,493,4197.856095
13.0,572,4334.312605
4.0,247,4392.311164
8.0,428,4495.77958
7.0,443,4601.838032
5.0,313,4676.233227
5.0,317,4750.603215
11.0,436,4856.433871
9.0,327,4933.843647
12.0,452,5042.350146
8.0,454,5150.61553
13.0,558,5284.793109
12.0,519,5410.334704
7.0,449,5518.695245
11.0,525,5645.620436
5.0,332,5723.685215
11.0,444,5831.319423
10.0,501,5950.281997
10.0,361,6034.623512
12.0,304,6104.574331
11.0,536,6231.48428
4.0,319,6305.796143
10.0,531,6430.822092
13.0,549,6559.419056
7.0,390,6650.380742
17.0,748,6828.552099
13.0,569,6963.177193
10.0,450,7067.394065
13.0,545,7196.906046
15.0,651,7351.850012
14.0,686,7514.153969
17.0,596,7653.711426
15.0,413,7750.577324
13.0,598,7892.013376
11.0,532,8017.347468
17.0,737,8193.290531
12.0,581,8329.487502
8.0,391,8419.143016
16.0,738,8594.772801
31.0,871,8801.763456
15.0,621,8950.107578
17.0,627,9100.007107
15.0,705,9268.593947
17.0,501,9388.190076
15.0,681,9551.428552
13.0,333,9629.499192
13.0,603,9773.669995
9.0,460,9882.871144
21.0,772,10068.205282
11.0,567,10202.353054
14.0,400,10296.540371
19.0,675,10457.057769
29.0,930,10680.690471
26.0,808,10873.722757
31.0,978,11107.601791
20.0,761,11287.946261
25.0,839,11488.63176
35.0,1100,11752.85068
23.0,886,11964.996692
26.0,841,12165.030638
13.0,561,12298.700897
16.0,712,12468.490975
29.0,876,12677.479329
33.0,823,12873.619844
18.0,689,13036.972829
23.0,684,13199.530128
19.0,549,13329.064473
21.0,595,13469.024632
13.0,652,13624.026215
24.0,792,13811.897904
17.0,615,13957.022634
