eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
nan,nan,338,0.118710615,0.62093097,0.8552503,0.068207294,0.64307624,0.5744329690933228,1,128,36.31736392527819,12288
nan,nan,358,0.005276042,0.18532309,0.93456143,0.0045009847,0.2365257,0.342612624168396,2,256,70.5865797251463,24576
321.75,5.75,364,0.0025526665,0.112325035,0.8992089,-0.0006548191,0.15465601,0.5468114614486694,3,384,104.3370145149529,36864
422.3636363636364,9.272727272727273,360,0.0021797102,0.090270996,0.8975631,-0.0018291208,0.14982347,0.5980408787727356,4,512,138.4305027462542,49152
471.0,11.823529411764707,361,0.0028880038,0.12890625,0.8826165,-0.0016213711,0.10667855,0.7918900400400162,5,640,172.390304595232,61440
531.5454545454545,15.136363636363637,371,0.0054350346,0.17987062,0.86852026,0.0026339209,0.122394,0.8215286731719971,6,768,205.49716951698065,73728
593.7931034482758,18.275862068965516,360,0.0032073024,0.12740071,0.85107285,-0.0016923243,0.11252846,0.8766051009297371,7,896,239.55066383630037,86016
650.081081081081,22.486486486486488,364,0.004111713,0.14017738,0.8366686,-0.0006990838,0.22071178,0.8773501142859459,8,1024,273.25418174266815,98304
692.3809523809524,24.452380952380953,366,0.0034636455,0.12727864,0.824093,-0.001695944,0.2779317,0.9047457948327065,9,1152,306.75829825922847,110592
755.875,28.25,362,0.0030531639,0.11623129,0.8092111,-0.0021899801,0.3867514,0.8695630580186844,10,1280,340.66629968583584,122880
843.0350877192982,35.228070175438596,366,0.0024638067,0.0993042,0.80202466,-0.0021417334,0.3715101,0.8837949335575104,11,1408,374.2131940200925,135168
881.4354838709677,42.435483870967744,370,0.0018472702,0.08009847,0.81800896,-0.0019954676,0.36877108,0.8656909465789795,12,1536,407.40281319245696,147456
912.8955223880597,48.76119402985075,362,0.002022426,0.0902303,0.81574917,-0.0024717953,0.32281515,0.8232266902923584,13,1664,441.33319123089314,159744
954.2876712328767,58.178082191780824,362,0.0024015766,0.09197999,0.8130911,-0.0028714624,0.23608507,0.8592976182699203,14,1792,475.2490251250565,172032
1027.679012345679,74.72839506172839,362,0.0027440477,0.11236572,0.81757253,-0.0030610187,0.2743397,0.8853891417384148,15,1920,509.14907255768776,184320
1109.247311827957,94.34408602150538,364,0.0026497897,0.10884603,0.83639055,-0.002494551,0.23772976,0.8783310204744339,16,2048,542.8477552048862,196608
1154.77,105.5,362,0.006142123,0.16424559,0.853235,-0.00028959336,0.17765231,0.9162529036402702,17,2176,576.704133272171,208896
1231.89,120.6,364,0.00449164,0.1535848,0.8583723,-0.0010456041,0.13702361,0.8989394381642342,18,2304,610.4598485417664,221184
1267.38,125.53,360,0.0030224633,0.1178182,0.8447856,-0.0020577828,0.25145653,0.8996596485376358,19,2432,644.5262959338725,233472
1329.99,135.18,363,0.002616616,0.1085612,0.84823054,-0.0010996615,0.31772035,0.9128681346774101,20,2560,678.3433591239154,245760
1468.22,163.43,361,0.0029097244,0.11051433,0.843945,-0.0018891271,0.18706022,0.9107778817415237,21,2688,712.3340173177421,258048
1514.07,174.38,362,0.003130697,0.12731935,0.839464,-0.0023598438,0.22343203,0.8961316049098969,22,2816,746.2110275924206,270336
1572.86,185.54,364,0.002518348,0.1057129,0.8494723,-0.0024505123,0.2214928,0.892836257815361,23,2944,779.9133635424078,282624
1654.24,206.21,363,0.0025447893,0.103983566,0.840275,-0.002284781,0.16109677,0.8893598914146423,24,3072,813.7314803786576,294912
1695.48,218.5,364,0.003770499,0.14296468,0.8405922,-0.0024511195,0.15731373,0.9041406139731407,25,3200,847.4270378090441,307200
1708.72,227.18,358,0.0031817113,0.12347411,0.8447138,-0.0018715186,0.2118143,0.8787538856267929,26,3328,881.7217455171049,319488
1716.39,231.04,362,0.0029935578,0.10642497,0.84476286,-0.0026147217,0.27723634,0.8735986948013306,27,3456,915.643751308322,331776
1765.53,238.4,361,0.0055993833,0.1714274,0.83745146,-0.0013695557,0.19665667,0.887311577796936,28,3584,949.6263997554779,344064
1771.09,236.8,362,0.0026218202,0.11055501,0.83797485,-0.0023114039,0.11399422,0.9330675974488258,29,3712,983.544843710959,356352
1756.79,231.61,367,0.00256235,0.10972086,0.83631855,-0.0017727923,0.18829942,0.9030872136354446,30,3840,1016.9899107292295,368640
1759.57,229.27,365,0.0023765846,0.098225914,0.8296122,-0.0025434168,0.1741942,0.9228611066937447,31,3968,1050.6500256061554,380928
1807.02,239.65,357,0.003418429,0.12565105,0.82578295,0.0006188394,0.14216147,0.9276409074664116,32,4096,1084.9787746071815,393216
1814.41,241.17,363,0.003392286,0.12249756,0.81573284,-0.0027270012,0.20837192,0.9061232805252075,33,4224,1118.7545441910625,405504
1831.04,238.32,362,0.0035024444,0.12947589,0.83301735,-0.0026219855,0.18252319,0.8991641849279404,34,4352,1152.6856439970434,417792
1855.2,247.04,366,0.0036006866,0.13924153,0.8413062,-0.0017372752,0.19716285,0.8970206007361412,35,4480,1186.22292650491,430080
1857.87,243.56,361,0.0026644198,0.10681152,0.8343721,-0.003743902,0.1898913,0.8594378083944321,36,4608,1220.2229105979204,442368
1899.35,247.64,360,0.0035911254,0.12115477,0.8406414,-0.0023308261,0.20632266,0.8602156043052673,37,4736,1254.3498845286667,454656
1889.42,247.14,359,0.0020513104,0.08599854,0.8266317,-0.0029850185,0.19240457,0.9056704863905907,38,4864,1288.5434077344835,466944
1883.51,244.99,360,0.0028512569,0.10410564,0.8409816,-0.0030026468,0.22126414,0.8790885508060455,39,4992,1322.6311522945762,479232
1873.54,244.79,361,0.002936425,0.102518715,0.83345175,-0.0026366014,0.19634646,0.8702740967273712,40,5120,1356.664589818567,491520
1851.98,240.41,363,0.0034981505,0.13926189,0.83912444,-0.001061088,0.17800662,0.8881925046443939,41,5248,1390.4679731838405,503808
1918.57,252.23,360,0.0033195321,0.12701416,0.8364524,-0.0011271919,0.1663853,0.9118160679936409,42,5376,1424.5191260427237,516096
1929.23,253.47,360,0.003093906,0.119222,0.84114903,-0.00037969035,0.19635372,0.8976883068680763,43,5504,1458.5719690024853,528384
1958.82,261.35,361,0.004804136,0.16147868,0.83024853,-0.00050411694,0.24329062,0.8428618162870407,44,5632,1492.5964567251503,540672
1939.31,260.04,360,0.0056171506,0.16434732,0.83033216,0.0009942256,0.2258615,0.8583055287599564,45,5760,1526.7095982320607,552960
1985.82,270.7,362,0.0026245457,0.1089681,0.8348232,-0.0017517005,0.21147336,0.8983585089445114,46,5888,1560.5816732272506,565248
1961.26,270.79,360,0.0027212482,0.11387125,0.8287281,-0.0030078834,0.16790374,0.9164036586880684,47,6016,1594.676219753921,577536
2043.38,281.32,362,0.002238917,0.099955246,0.8319437,-0.0028017217,0.18304867,0.9018442332744598,48,6144,1628.619307976216,589824
2047.29,281.82,361,0.0037790274,0.13472493,0.82979727,-0.0006880949,0.18968223,0.9087895974516869,49,6272,1662.5678957737982,602112
2055.23,289.65,362,0.003344811,0.12976074,0.82488304,-0.0021646956,0.18941894,0.8999857380986214,50,6400,1696.4384399428964,614400
2091.06,291.67,361,0.0033001124,0.114725746,0.82474864,-0.002351704,0.14151421,0.9148140475153923,51,6528,1730.4561189003289,626688
2079.4,291.37,357,0.0038927284,0.13163248,0.8204973,-0.0009492872,0.21865818,0.9076424613595009,52,6656,1764.8389940299094,638976
2038.32,286.01,363,0.0025502655,0.1019694,0.82406664,-0.0021824846,0.20459661,0.9123928472399712,53,6784,1798.6214945688844,651264
2059.04,291.63,357,0.0023695924,0.104634605,0.8311196,-0.0027572922,0.265164,0.8794367611408234,54,6912,1832.9558698274195,663552
2060.71,291.07,356,0.0023858773,0.10760497,0.8272829,-0.002396837,0.24142356,0.8802025318145752,55,7040,1867.3857553377748,675840
2079.98,295.0,358,0.0030336867,0.11971028,0.83440226,-0.003833638,0.21241495,0.8953427001833916,56,7168,1901.6311499290168,688128
2116.83,300.16,359,0.002398254,0.09906006,0.8378638,-0.0023559183,0.23494834,0.8965403512120247,57,7296,1935.8527846932411,700416
2075.94,289.48,358,0.0030553183,0.120198555,0.8376702,-0.0011898562,0.2663292,0.8787657842040062,58,7424,1970.1486234664917,712704
2055.31,289.61,356,0.0034148754,0.12662761,0.84360427,-0.0025750538,0.23596591,0.90300652384758,59,7552,2004.6498046293855,724992
2074.16,293.37,357,0.003632162,0.116495766,0.8415105,-0.0014314711,0.2852465,0.8061007559299469,60,7680,2038.9915065802634,737280
2053.3,293.55,357,0.0048105097,0.16339111,0.8321289,0.0006477407,0.23258218,0.8498014509677887,61,7808,2073.390628479421,749568
2052.54,291.25,358,0.0029791691,0.125,0.84631413,-0.0030584277,0.16263877,0.8890324905514717,62,7936,2107.624844837934,761856
2046.16,292.91,356,0.0021651771,0.0877889,0.8414284,-0.0030742656,0.18561216,0.9214145168662071,63,8064,2142.0949957594275,774144
2057.56,293.0,357,0.0029402385,0.111185715,0.8368839,-0.0028557722,0.22712803,0.8975423350930214,64,8192,2176.4426000081003,786432
1976.37,281.27,358,0.003139529,0.12538655,0.84816384,-0.0017236377,0.18914635,0.8843445256352425,65,8320,2210.7268844656646,798720
1995.05,283.13,360,0.005874999,0.1784261,0.8476725,0.0010090314,0.12917034,0.9269921183586121,66,8448,2244.7977278642356,811008
2038.28,287.71,359,0.00276604,0.105489105,0.8441552,-0.002962811,0.16929716,0.9148124605417252,67,8576,2278.9650993831456,823296
2036.92,283.53,359,0.0035677422,0.13932292,0.8426172,-0.00011433917,0.23726058,0.9022212475538254,68,8704,2313.1928815059364,835584
2017.85,280.96,356,0.002137503,0.095967606,0.83806396,-0.0033015748,0.20930183,0.8795899599790573,69,8832,2347.657008063048,847872
2030.27,283.0,356,0.0034363423,0.13271078,0.8358086,-0.0029484266,0.20114037,0.8942071348428726,70,8960,2382.0825417898595,860160
2006.34,276.56,358,0.0038936506,0.14385986,0.8345912,-0.0016218516,0.18656237,0.8973115757107735,71,9088,2416.351098842919,872448
1986.25,275.46,359,0.0034964276,0.12611897,0.82975405,-0.0016850965,0.24531056,0.9121925607323647,72,9216,2450.548909280449,884736
1975.74,274.26,358,0.0045868843,0.15443929,0.8369908,-0.00018348548,0.19660053,0.9135241732001305,73,9344,2484.847764957696,897024
1971.62,272.45,360,0.0039672675,0.14884439,0.8298816,-0.0011120142,0.20091186,0.8949631825089455,74,9472,2518.8905471004546,909312
2058.48,281.29,363,0.0027572035,0.11024983,0.83558536,-0.0026076143,0.24335831,0.9060134962201118,75,9600,2552.704991199076,921600
2056.01,286.05,362,0.002886762,0.12182617,0.8441721,-0.0041580843,0.17334667,0.9035831913352013,76,9728,2586.6060391254723,933888
2107.03,289.16,360,0.0030298266,0.12469483,0.8365567,-0.0034309325,0.15528488,0.8959414139389992,77,9856,2620.7290192507207,946176
2105.5,291.79,361,0.0032001822,0.12237549,0.8488034,-0.0034155778,0.23080714,0.8909182026982307,78,9984,2654.7650400213897,958464
2114.29,294.0,359,0.0038195571,0.14084879,0.84629315,-0.0013210878,0.16722171,0.9235768988728523,79,10112,2688.951286729425,970752
2091.82,288.04,356,0.0050086556,0.17885335,0.83212066,-0.0005420889,0.17741689,0.8795963153243065,80,10240,2723.448984246701,983040
2097.94,289.55,364,0.003062838,0.12677002,0.8322808,-0.0025457079,0.17390174,0.8937109783291817,81,10368,2757.166260369122,995328
2082.72,289.94,364,0.003293797,0.13726807,0.8452456,-0.0006025898,0.29078582,0.9173879027366638,82,10496,2790.9003778509796,1007616
2113.28,296.87,360,0.003982932,0.14656577,0.84291285,-0.0017874321,0.2675253,0.873813807964325,83,10624,2824.986762933433,1019904
2072.94,294.32,358,0.0032121867,0.121154785,0.8547956,-0.0023242838,0.20901136,0.8694964200258255,84,10752,2859.220622960478,1032192
2030.66,295.02,359,0.0025069756,0.10392252,0.84300244,-0.0020723916,0.23013282,0.907084621489048,85,10880,2893.414942845702,1044480
2070.48,308.78,360,0.0037895273,0.13647461,0.8499092,-0.0022876952,0.14731142,0.9203279316425323,86,11008,2927.4900825731456,1056768
2062.9,310.05,361,0.002999966,0.112996414,0.84411746,-0.0031869584,0.15126525,0.8851702958345413,87,11136,2961.456674400717,1069056
2079.89,314.76,360,0.0024115487,0.10384113,0.83789825,-0.0036582504,0.16182098,0.9004514515399933,88,11264,2995.5381650589406,1081344
2082.53,315.23,359,0.002619182,0.10847983,0.84408903,-0.0020530724,0.2084968,0.926793061196804,89,11392,3029.7266329713166,1093632
2060.39,306.95,363,0.003260502,0.12510172,0.84006745,-0.0017178645,0.21817493,0.8997786119580269,90,11520,3063.4902224205434,1105920
2074.78,308.64,361,0.004073877,0.1602173,0.8396559,0.0004976618,0.2514415,0.9062604382634163,91,11648,3097.5100201144814,1118208
2041.77,308.29,360,0.0031531546,0.12349446,0.845487,-0.0021846145,0.17520347,0.9162895902991295,92,11776,3131.5638334937394,1130496
2068.98,314.35,361,0.004050953,0.16507976,0.84955454,-0.00047720113,0.17168412,0.9010511711239815,93,11904,3165.583043437451,1142784
2087.15,320.57,364,0.0032569172,0.1211141,0.847282,-0.0021473567,0.17718829,0.9154725670814514,94,12032,3199.3094344362617,1155072
2099.31,321.15,360,0.0022441118,0.090555824,0.83618397,-0.002753264,0.20690712,0.9228277504444122,95,12160,3233.40560201928,1167360
2102.3,321.12,359,0.0026468262,0.108011894,0.8306606,-0.0029379285,0.2568392,0.9159421771764755,96,12288,3267.554285969585,1179648
2134.88,329.28,356,0.0030343062,0.11694337,0.8300795,-0.0015252075,0.3000158,0.9104695096611977,97,12416,3302.058993872255,1191936
