# {"t_start": 1574172128.3844209, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
0.0,125,31.371426
1.0,173,63.709306
1.0,178,94.727459
0.0,129,116.862503
2.0,204,151.701869
1.0,153,177.516122
0.0,127,199.026687
0.0,129,221.644328
0.0,129,243.91697
4.0,299,298.102085
8.0,352,363.54775
9.0,380,433.823742
0.0,127,455.360554
0.0,125,476.30597
8.0,482,564.351666
0.0,127,585.26847
5.0,350,649.4558
0.0,127,671.493025
2.0,202,705.939043
0.0,129,727.578256
0.0,129,749.112592
0.0,127,770.913063
0.0,125,791.525035
5.0,350,853.380473
3.0,271,901.581872
0.0,129,923.098668
0.0,127,944.867058
0.0,129,967.138072
5.0,350,1032.568662
0.0,129,1052.805902
2.0,202,1088.611686
2.0,202,1123.890391
0.0,125,1145.009381
3.0,248,1189.393659
0.0,129,1211.455643
2.0,198,1245.691959
2.0,200,1282.075573
0.0,127,1303.788387
0.0,129,1325.898399
2.0,198,1359.262123
0.0,129,1380.609841
1.0,155,1406.445208
3.0,248,1449.908715
5.0,349,1512.385737
3.0,230,1552.805142
2.0,185,1585.855778
5.0,327,1643.65923
1.0,157,1670.925136
7.0,248,1714.937608
1.0,173,1744.381963
5.0,293,1796.374846
2.0,183,1829.320132
2.0,181,1859.658836
1.0,155,1886.047301
2.0,204,1921.800449
1.0,155,1948.532491
2.0,204,1983.595071
4.0,282,2033.312951
16.0,572,2137.897204
11.0,472,2222.14584
3.0,250,2266.353991
3.0,214,2304.028323
16.0,445,2382.090083
5.0,294,2433.937765
8.0,394,2503.685012
10.0,412,2576.147884
14.0,491,2664.630269
17.0,657,2782.612355
11.0,556,2881.909966
21.0,628,2995.171434
20.0,836,3143.854865
12.0,521,3235.3183
16.0,427,3312.064315
11.0,515,3403.530816
7.0,390,3470.932646
18.0,525,3563.64292
14.0,364,3626.877079
16.0,738,3759.306451
11.0,547,3856.271609
31.0,568,3957.027333
18.0,628,4069.625197
31.0,837,4221.686357
24.0,846,4372.684326
31.0,732,4505.254369
27.0,855,4657.258897
17.0,512,4749.154504
15.0,561,4850.085254
47.0,805,4995.986695
17.0,715,5124.079242
29.0,604,5232.680468
16.0,683,5353.140983
14.0,590,5457.296822
28.0,643,5570.681003
23.0,788,5713.850468
30.0,997,5892.830826
31.0,934,6058.535279
20.0,723,6187.318865
10.0,521,6280.589166
27.0,786,6422.138942
33.0,964,6594.396377
37.0,1002,6773.962615
24.0,720,6901.851364
46.0,1074,7096.915411
37.0,962,7268.337266
43.0,1150,7477.337872
50.0,1260,7705.161456
26.0,955,7875.22087
33.0,660,7991.973486
36.0,1036,8177.481629
28.0,580,8279.817507
36.0,1101,8477.661853
41.0,821,8622.12102
43.0,1061,8810.211316
18.0,737,8940.061174
31.0,909,9100.433048
64.0,1049,9287.454103
46.0,1030,9471.661075
62.0,1342,9712.819224
78.0,1092,9906.422659
68.0,1529,10180.158723
44.0,1201,10395.541144
43.0,1224,10614.994616
64.0,1312,10852.533245
350.0,1174,11060.754279
258.0,1355,11303.89123
45.0,1187,11515.211159
73.0,1337,11756.530742
36.0,902,11916.574052
101.0,1548,12194.869002
190.0,1403,12444.630633
44.0,1009,12625.969501
45.0,942,12793.862702
250.0,1402,13043.79244
62.0,1018,13225.096486
113.0,1569,13504.301801
140.0,1618,13794.014933
333.0,1831,14122.24723
91.0,1579,14404.690656
109.0,1615,14690.408607
110.0,1494,14956.24704
35.0,949,15125.37966
316.0,1679,15427.054198
75.0,1096,15619.253246
87.0,1427,15875.123181
231.0,1511,16145.809294
357.0,1545,16423.458401
108.0,1432,16679.294901
254.0,1883,17015.274783
95.0,1497,17280.270814
293.0,1630,17569.812786
148.0,1441,17827.838094
220.0,1508,18096.070837
308.0,1644,18389.426179
301.0,1754,18703.79064
319.0,1542,18979.817362
297.0,1677,19279.419097
152.0,1303,19510.175475
247.0,1168,19717.843027
331.0,1356,19958.83647
265.0,2030,20319.686281
91.0,1407,20571.343038
321.0,1769,20887.527425
300.0,1436,21142.008863
137.0,1566,21421.363031
312.0,1525,21692.482857
281.0,1722,21999.349024
304.0,1350,22237.35968
338.0,1475,22501.314346
97.0,1265,22724.273108
328.0,1636,23015.976114
263.0,1799,23337.17671
94.0,1271,23563.797555
318.0,1804,23887.133291
384.0,2184,24277.440902
337.0,2222,24673.090774
366.0,1978,25026.822925
373.0,1792,25345.525905
357.0,2097,25717.774761
277.0,2021,26075.646012
383.0,2025,26438.75754
207.0,1709,26741.487956
344.0,1976,27091.454875
371.0,2068,27458.973944
280.0,1858,27784.186616
360.0,1844,28113.113877
249.0,1676,28411.737611
294.0,2044,28772.522279
411.0,2353,29192.127372
263.0,1661,29486.880646
434.0,2602,29947.20644
410.0,2583,30403.226191
372.0,2519,30849.494177
407.0,2632,31317.012626
384.0,2296,31725.210306
360.0,1881,32054.509694
423.0,2513,32497.80855
375.0,2037,32855.95798
405.0,2397,33278.685209
407.0,2229,33672.366665
415.0,2840,34177.138895
403.0,2682,34649.80995
375.0,1777,34963.79189
405.0,2040,35320.798407
426.0,2201,35707.75485
400.0,2082,36074.414949
403.0,2640,36544.95368
263.0,1202,36754.661791
421.0,2647,37220.310841
359.0,1487,37480.560414
