# {"t_start": 1574172126.0583212, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
0.0,127,34.087803
1.0,173,66.352791
0.0,127,88.235608
0.0,127,108.443904
0.0,127,130.08825
0.0,127,151.218824
0.0,123,171.880448
1.0,155,198.12331
0.0,125,219.909501
1.0,175,250.608716
3.0,248,295.72552
6.0,379,366.02958
2.0,200,400.665413
6.0,397,473.671912
0.0,129,495.080014
0.0,129,516.814063
0.0,125,538.922236
2.0,224,578.964272
5.0,350,641.328408
0.0,125,662.912473
5.0,350,726.473219
0.0,129,748.067979
0.0,129,770.089372
5.0,350,831.843174
0.0,127,853.020845
0.0,129,874.759545
0.0,129,896.370858
5.0,350,960.350662
8.0,350,1024.698087
0.0,125,1045.749326
0.0,127,1066.977573
2.0,202,1101.318967
5.0,350,1165.667263
8.0,375,1234.455155
1.0,155,1261.113444
9.0,424,1338.923847
5.0,350,1401.433558
1.0,155,1427.416012
0.0,129,1448.751961
2.0,202,1483.494378
0.0,129,1505.306294
2.0,203,1541.386114
7.0,445,1621.199403
0.0,127,1642.513027
6.0,355,1706.187893
5.0,319,1764.271809
15.0,505,1856.22941
1.0,175,1885.949694
3.0,233,1926.892139
0.0,129,1948.957452
15.0,478,2034.857067
2.0,204,2070.895408
1.0,154,2096.776083
2.0,205,2131.760582
16.0,572,2236.600182
12.0,320,2292.716123
7.0,389,2361.400213
10.0,558,2461.657039
9.0,310,2516.210771
13.0,546,2613.721005
10.0,362,2676.948461
15.0,600,2785.072269
15.0,420,2859.845898
13.0,622,2972.20491
15.0,618,3082.66185
10.0,537,3176.012681
10.0,502,3263.912758
27.0,513,3355.065413
11.0,542,3453.231386
16.0,601,3558.768735
9.0,436,3633.813116
8.0,404,3705.285148
10.0,475,3789.685243
23.0,876,3947.176647
22.0,712,4074.750867
22.0,821,4223.956526
10.0,481,4307.048331
36.0,876,4466.722444
21.0,705,4591.504561
27.0,846,4744.840873
26.0,726,4875.718799
43.0,963,5049.793428
27.0,780,5191.454581
22.0,688,5313.074094
21.0,510,5403.484653
24.0,711,5528.145323
41.0,1176,5741.812959
23.0,723,5871.518032
27.0,716,5997.774173
22.0,678,6118.846133
37.0,1167,6329.059078
17.0,719,6457.583169
30.0,825,6605.846432
31.0,1060,6795.753253
26.0,752,6928.712419
24.0,730,7060.797087
51.0,1082,7253.780606
41.0,681,7377.274656
29.0,927,7544.937491
44.0,1210,7762.489251
31.0,665,7880.174223
44.0,1064,8068.49664
37.0,1064,8261.468975
50.0,1241,8483.49723
24.0,845,8633.429947
26.0,684,8753.826009
54.0,1222,8969.676429
61.0,1210,9185.724939
40.0,1020,9368.55332
316.0,1007,9545.782898
72.0,1207,9762.352867
36.0,810,9906.224876
38.0,1206,10120.974154
44.0,1086,10315.949873
255.0,1625,10608.038749
72.0,1431,10866.486647
82.0,1545,11141.161867
103.0,1411,11395.200584
38.0,920,11558.972378
56.0,1349,11802.081357
60.0,1380,12046.874667
187.0,1759,12366.192888
52.0,1199,12579.39847
107.0,1538,12855.776744
136.0,1829,13181.344476
93.0,1589,13464.624772
167.0,1796,13785.755108
137.0,1638,14079.882132
34.0,791,14220.112152
335.0,2094,14592.458819
75.0,1606,14879.02927
119.0,1599,15163.412386
84.0,1505,15434.672789
148.0,1653,15728.514585
285.0,992,15904.804663
336.0,1068,16095.703219
122.0,1649,16390.680571
276.0,1794,16713.17233
194.0,1663,17010.166142
322.0,1073,17198.668162
322.0,1232,17416.184824
290.0,1497,17684.457367
300.0,2066,18053.487131
110.0,1480,18317.408792
261.0,1682,18618.816913
133.0,1475,18879.894176
146.0,1239,19103.124764
369.0,1580,19383.864657
295.0,1641,19676.85638
297.0,1582,19958.225852
290.0,1869,20290.373938
50.0,530,20383.912848
328.0,1990,20738.850058
341.0,2005,21096.689336
370.0,1840,21425.304945
342.0,1887,21761.776438
58.0,1218,21978.400855
312.0,1870,22309.854029
148.0,1516,22579.229112
278.0,1559,22856.493049
279.0,1697,23158.801821
401.0,2189,23550.070482
327.0,1941,23899.710332
350.0,1569,24179.360632
301.0,1913,24521.370283
202.0,1302,24751.176466
298.0,1882,25085.712565
389.0,1707,25389.327485
366.0,1866,25721.118925
402.0,2367,26142.417388
264.0,1756,26456.252683
331.0,2667,26928.461804
300.0,2261,27329.874289
408.0,2028,27688.708242
381.0,1646,27979.254103
344.0,1987,28335.084957
401.0,2107,28707.065738
412.0,2231,29103.853517
423.0,2567,29560.890143
408.0,1858,29888.574412
373.0,1937,30229.644156
333.0,2307,30637.668446
349.0,1990,30989.200215
388.0,1314,31222.741206
375.0,2311,31633.525559
281.0,1912,31967.272247
239.0,1724,32271.644713
329.0,2073,32637.347956
361.0,1766,32946.344046
421.0,2345,33361.488897
377.0,1986,33712.105842
344.0,2181,34098.882221
395.0,2410,34525.685753
424.0,2831,35024.932473
408.0,2290,35426.139892
417.0,5614,36421.248707
357.0,2739,36905.747957
376.0,2268,37302.505138
