# {"t_start": 1574172127.6000347, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
0.0,127,32.62775
3.0,248,78.381208
1.0,176,108.915966
0.0,125,130.165558
1.0,177,161.510272
1.0,173,191.012872
3.0,270,240.634882
2.0,221,278.969795
0.0,129,301.362995
0.0,127,323.231773
2.0,200,359.832593
0.0,129,382.018839
0.0,129,403.851834
4.0,299,458.195072
0.0,125,478.947066
1.0,174,508.395535
0.0,129,530.831443
0.0,125,552.443744
2.0,202,586.722659
9.0,404,660.867868
4.0,297,713.862715
0.0,129,735.314676
2.0,200,771.301449
0.0,127,792.276197
5.0,350,854.134561
0.0,127,875.710701
0.0,129,897.223342
0.0,127,918.202188
0.0,127,939.802979
0.0,123,961.027181
0.0,127,981.851257
2.0,200,1018.497257
0.0,127,1040.169729
0.0,127,1061.369984
0.0,125,1082.438651
2.0,202,1117.145421
1.0,173,1147.202508
6.0,399,1220.122079
2.0,202,1256.432266
0.0,129,1278.525119
0.0,125,1300.044016
10.0,433,1377.781227
4.0,297,1429.897722
2.0,202,1464.353128
0.0,129,1486.009543
0.0,127,1507.433259
2.0,204,1543.72179
0.0,127,1564.60871
4.0,268,1612.145602
6.0,380,1680.331715
3.0,210,1717.690119
8.0,444,1797.667091
12.0,322,1856.086735
3.0,218,1893.590863
1.0,157,1919.73056
8.0,419,1996.778017
7.0,248,2039.643065
4.0,267,2086.932621
1.0,155,2113.629932
3.0,216,2150.888616
3.0,268,2197.785253
5.0,312,2253.164497
6.0,401,2324.597656
1.0,175,2354.913255
4.0,319,2410.047015
13.0,546,2508.07559
12.0,320,2564.592913
4.0,248,2606.841694
8.0,412,2681.432798
14.0,479,2766.095122
5.0,326,2823.65111
12.0,497,2911.234943
13.0,353,2974.916324
18.0,562,3074.220029
12.0,446,3152.994973
19.0,619,3261.501858
10.0,515,3353.019753
10.0,515,3445.147765
7.0,371,3510.122706
23.0,563,3609.039458
10.0,512,3699.338443
14.0,598,3806.103866
17.0,668,3925.046954
18.0,673,4046.121413
15.0,636,4161.034163
15.0,618,4270.533809
11.0,524,4364.088788
26.0,832,4514.539781
19.0,718,4642.869277
20.0,733,4774.031831
18.0,802,4918.975867
16.0,578,5023.321344
24.0,711,5150.414801
22.0,694,5273.904144
22.0,689,5397.934756
12.0,583,5499.779544
26.0,829,5649.833403
16.0,578,5752.371345
29.0,839,5901.983181
21.0,768,6038.187808
23.0,513,6128.914851
32.0,753,6264.023408
22.0,851,6417.477805
29.0,690,6541.317841
28.0,891,6700.22648
21.0,808,6843.2528
16.0,629,6955.798286
29.0,921,7122.512084
18.0,710,7247.420796
40.0,1228,7471.461326
42.0,1082,7666.138339
23.0,671,7785.599829
30.0,716,7912.446366
24.0,687,8033.575397
29.0,926,8199.689656
40.0,1067,8390.90163
44.0,982,8566.072825
27.0,889,8723.710986
41.0,976,8895.046744
31.0,864,9048.463569
26.0,892,9206.481444
33.0,815,9352.303765
18.0,582,9453.56926
42.0,1021,9635.417605
44.0,1149,9839.883275
36.0,933,10007.011897
51.0,1026,10189.091683
43.0,1108,10388.667258
55.0,1287,10620.441652
93.0,1483,10886.899755
60.0,1287,11115.452092
25.0,913,11279.12362
110.0,1574,11561.107552
37.0,970,11735.781498
48.0,1156,11941.818224
81.0,1218,12159.514132
70.0,1322,12396.848007
92.0,1608,12684.952255
86.0,1690,12987.834424
31.0,753,13122.216146
70.0,1278,13348.066275
86.0,1155,13553.171124
350.0,1828,13881.655639
223.0,1336,14120.199829
99.0,1311,14354.264311
317.0,1619,14641.163124
129.0,1427,14895.460302
73.0,1281,15123.547296
90.0,1501,15391.75025
53.0,959,15561.378678
329.0,1752,15874.840529
103.0,1652,16171.606911
58.0,1240,16391.773723
341.0,1926,16737.734954
114.0,1615,17026.674028
148.0,1238,17244.175505
167.0,1663,17539.479759
321.0,1990,17896.939276
287.0,1756,18208.753616
212.0,1859,18543.996027
88.0,1523,18814.199577
288.0,1532,19088.490914
308.0,1678,19387.00784
194.0,1755,19700.637874
279.0,1448,19958.133712
332.0,2115,20334.899419
86.0,1077,20526.385667
330.0,1552,20803.347116
260.0,1205,21016.369823
297.0,2133,21397.917983
358.0,2057,21764.57007
88.0,1219,21981.343435
350.0,1818,22302.887444
377.0,2014,22662.228005
359.0,2037,23026.757873
256.0,1872,23360.478757
362.0,1586,23644.884579
344.0,1619,23933.808244
342.0,1934,24279.039125
347.0,2196,24670.394833
386.0,1860,25002.65884
365.0,1810,25324.393348
347.0,1742,25633.300719
423.0,1985,25984.134761
111.0,1480,26249.775624
327.0,1957,26597.886807
369.0,1957,26942.283422
227.0,2120,27320.021027
378.0,2212,27711.363092
388.0,2319,28122.703195
364.0,2116,28498.946143
399.0,2423,28930.365349
376.0,1941,29273.699645
367.0,1029,29455.418494
378.0,2131,29834.157386
379.0,4574,30643.223896
408.0,2429,31074.040178
400.0,1904,31411.634634
389.0,2197,31800.957344
402.0,2723,32280.124479
410.0,2907,32793.578648
391.0,1930,33134.611004
322.0,1832,33457.634482
355.0,2117,33831.426837
382.0,1908,34168.47893
411.0,2120,34544.170944
404.0,2988,35071.662444
359.0,2213,35457.510603
426.0,3241,36030.298697
425.0,3031,36569.440481
404.0,1708,36869.548308
399.0,2209,37256.606703
