# {"t_start": 1574172123.500516, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
2.0,221,55.317165
4.0,294,108.973138
1.0,171,139.737143
1.0,172,168.885135
0.0,127,190.269284
5.0,348,253.697129
3.0,231,295.55336
3.0,246,340.73228
0.0,129,362.737354
2.0,223,401.569106
0.0,127,424.009429
0.0,129,445.636375
0.0,129,467.681144
2.0,198,501.001103
5.0,331,562.63354
9.0,404,635.65769
0.0,125,657.193262
2.0,200,691.781142
0.0,129,713.681095
5.0,350,777.217176
2.0,202,811.661369
5.0,350,874.713359
4.0,297,927.325891
2.0,202,963.989591
5.0,350,1028.345711
9.0,404,1101.061461
2.0,202,1137.947158
0.0,129,1159.669154
0.0,127,1179.681661
0.0,125,1200.833071
0.0,129,1223.04941
0.0,125,1244.153438
0.0,127,1265.849435
2.0,198,1300.517499
4.0,319,1358.653562
2.0,200,1392.505538
10.0,433,1471.13711
5.0,350,1533.493105
0.0,125,1554.141316
3.0,270,1602.03349
5.0,372,1669.701369
4.0,277,1718.981579
4.0,319,1775.557506
7.0,373,1843.445487
8.0,421,1918.825336
3.0,234,1960.44114
12.0,436,2039.029874
2.0,206,2075.29719
7.0,397,2146.712212
5.0,293,2198.029717
1.0,155,2224.16514
11.0,430,2301.181335
6.0,342,2361.869097
3.0,214,2397.573134
9.0,460,2481.233738
12.0,522,2573.437139
19.0,698,2699.937872
8.0,421,2773.915324
7.0,384,2841.677633
9.0,482,2928.11759
18.0,585,3032.305153
14.0,598,3138.921571
13.0,621,3248.561475
19.0,654,3365.453568
18.0,610,3473.784025
20.0,648,3588.773494
17.0,739,3720.641138
27.0,794,3862.756126
23.0,543,3959.281418
11.0,524,4052.493179
10.0,525,4146.54555
14.0,549,4243.945187
16.0,326,4300.825415
30.0,822,4449.728287
18.0,518,4541.789352
16.0,759,4677.30577
18.0,671,4798.305166
23.0,823,4947.145513
25.0,839,5098.425469
12.0,540,5195.97342
26.0,663,5313.153451
28.0,876,5470.037534
28.0,895,5629.745769
20.0,590,5735.769527
56.0,1084,5928.997313
35.0,668,6048.545369
17.0,641,6160.828069
11.0,482,6246.629377
49.0,692,6370.389753
19.0,674,6492.977509
26.0,848,6643.745697
31.0,872,6799.765196
38.0,776,6938.109522
33.0,1105,7137.71354
21.0,652,7252.495271
34.0,844,7406.27351
29.0,984,7582.217407
31.0,886,7742.029881
24.0,779,7880.548537
57.0,1322,8116.310083
40.0,984,8294.201324
29.0,941,8462.045471
37.0,998,8639.345931
36.0,879,8795.259875
28.0,618,8901.921527
54.0,1160,9107.601742
46.0,1365,9353.801605
30.0,894,9511.953114
40.0,1251,9734.781324
46.0,697,9858.329701
64.0,1367,10102.513735
64.0,1084,10296.553396
71.0,1394,10546.785191
65.0,958,10721.429517
57.0,1289,10951.013574
59.0,1228,11168.085167
193.0,1158,11376.645848
67.0,1289,11607.233518
23.0,976,11782.319934
72.0,1279,12008.857754
91.0,1267,12237.453406
83.0,1260,12462.749369
80.0,1291,12694.270082
294.0,1382,12941.865523
83.0,1513,13211.029164
116.0,1414,13463.329427
85.0,1476,13725.961342
287.0,1399,13977.585542
106.0,1484,14243.089605
67.0,1095,14437.361368
322.0,1504,14703.357183
96.0,1690,15004.96914
93.0,1506,15274.001813
112.0,1599,15558.841551
118.0,1474,15824.237403
110.0,1451,16082.305798
254.0,1589,16367.121352
267.0,1462,16630.131527
349.0,1249,16851.809085
149.0,1267,17078.081161
219.0,1825,17399.889513
176.0,1431,17655.369744
113.0,1499,17922.989443
287.0,1717,18228.90115
285.0,1707,18535.161359
170.0,1518,18804.977185
306.0,1842,19135.081515
201.0,1641,19427.645433
288.0,1504,19696.533719
318.0,1826,20022.181425
254.0,1721,20326.473768
352.0,2070,20696.885185
104.0,1142,20900.665543
328.0,1868,21233.839238
317.0,1643,21524.709162
93.0,1364,21768.261502
335.0,1748,22079.709733
207.0,1955,22428.558641
341.0,1845,22754.973614
143.0,1534,23029.441525
361.0,1928,23373.917983
386.0,2163,23760.385158
330.0,1935,24106.434044
290.0,1819,24432.789506
243.0,1822,24755.841693
101.0,1260,24978.929771
245.0,1377,25223.297892
359.0,1623,25513.597277
365.0,1708,25814.694102
386.0,1967,26165.241712
307.0,1757,26478.841352
298.0,1474,26739.673846
395.0,2189,27126.633171
354.0,1849,27454.408122
306.0,2084,27822.349461
390.0,2373,28245.38562
408.0,1981,28595.39781
298.0,1785,28913.481622
396.0,2134,29291.73364
347.0,1792,29610.40547
398.0,2643,30076.781718
365.0,2189,30463.541378
380.0,1773,30777.566374
419.0,2755,31265.573169
395.0,2144,31646.941284
425.0,3471,32258.781944
403.0,1907,32595.945158
278.0,2124,32968.189302
344.0,1682,33264.929575
427.0,3399,33869.121141
409.0,2163,34251.369588
412.0,2960,34773.685238
378.0,2488,35212.093481
402.0,2463,35644.349316
377.0,1849,35969.693315
423.0,2069,36335.78174
421.0,2717,36817.918514
425.0,2287,37217.958366
