# {"t_start": 1574172124.3659978, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
0.0,123,34.8149
1.0,157,62.989728
2.0,192,97.918466
2.0,202,132.978267
2.0,204,169.098106
3.0,230,208.918385
3.0,235,252.070259
1.0,173,281.970458
0.0,127,303.999676
3.0,250,349.522574
3.0,249,394.682613
0.0,129,417.005292
0.0,127,438.812901
0.0,129,460.794814
9.0,421,537.366859
5.0,350,600.964762
0.0,127,621.174226
2.0,202,657.782852
0.0,129,679.914387
5.0,350,741.873164
2.0,202,778.154299
0.0,129,799.674654
0.0,129,821.342281
0.0,127,842.3383
2.0,202,877.014938
0.0,129,898.610214
0.0,127,919.556954
2.0,202,954.942476
5.0,350,1020.332503
0.0,127,1042.107633
0.0,129,1063.618186
9.0,404,1137.483027
0.0,125,1158.461373
5.0,350,1221.222917
0.0,127,1242.762143
2.0,202,1279.262363
0.0,129,1300.194201
4.0,297,1354.339437
2.0,202,1388.698433
3.0,274,1436.510631
4.0,297,1489.171064
0.0,129,1510.994847
1.0,155,1537.306342
3.0,248,1581.366838
7.0,418,1656.758914
5.0,326,1716.111142
2.0,224,1754.871149
5.0,335,1815.391582
9.0,330,1874.183416
10.0,363,1939.339041
12.0,498,2030.055166
18.0,626,2144.622837
14.0,403,2216.822589
18.0,671,2338.198755
3.0,271,2384.777845
4.0,268,2432.071093
2.0,188,2464.046935
15.0,595,2570.346991
9.0,492,2657.750629
15.0,595,2765.25043
9.0,470,2849.230889
6.0,360,2911.662262
7.0,407,2984.458135
29.0,734,3116.206337
6.0,363,3178.538205
9.0,454,3257.978402
7.0,372,3324.167333
6.0,345,3385.058942
19.0,632,3496.570273
13.0,522,3588.630442
10.0,489,3674.619489
15.0,420,3748.562911
14.0,573,3851.630606
20.0,498,3938.068112
16.0,411,4010.958704
25.0,551,4110.718981
18.0,704,4236.70716
11.0,580,4338.594641
33.0,622,4451.62569
25.0,718,4580.390579
16.0,726,4709.710582
23.0,666,4829.754344
18.0,631,4943.843143
14.0,659,5061.36738
36.0,992,5241.82681
10.0,532,5335.13447
34.0,849,5485.835112
28.0,802,5630.142878
38.0,1003,5811.259499
25.0,506,5900.478494
18.0,827,6047.882702
26.0,717,6174.308037
31.0,890,6335.379272
44.0,1220,6555.334486
24.0,556,6654.430254
27.0,926,6819.522364
20.0,748,6952.175644
29.0,961,7126.870826
35.0,1084,7320.842344
38.0,691,7444.78269
32.0,879,7603.502866
38.0,975,7779.340124
25.0,935,7944.34708
40.0,763,8080.087039
30.0,789,8221.962563
40.0,1110,8420.318395
65.0,974,8593.890863
39.0,824,8738.977325
22.0,757,8872.502343
64.0,1318,9105.902568
47.0,707,9232.010514
39.0,1122,9432.066547
27.0,807,9573.952892
36.0,688,9698.19048
46.0,982,9871.243009
65.0,1132,10074.242964
46.0,1035,10257.830446
34.0,718,10385.835214
33.0,960,10558.546682
39.0,1122,10761.483792
71.0,1259,10985.392412
81.0,1404,11236.151378
32.0,1058,11424.81844
82.0,1352,11668.25462
34.0,991,11844.818619
125.0,1717,12153.423211
44.0,1151,12361.208946
26.0,783,12498.827566
79.0,1383,12746.446844
81.0,1040,12931.266673
96.0,1389,13179.190996
166.0,1253,13403.21478
165.0,1830,13728.123511
74.0,1221,13946.622548
81.0,1401,14198.38282
54.0,846,14349.182464
260.0,1830,14672.966386
107.0,1446,14930.155047
92.0,1367,15173.978684
71.0,1314,15410.047116
306.0,1808,15731.602961
83.0,1620,16021.019154
162.0,1263,16248.650717
155.0,1407,16499.546593
83.0,1130,16702.291145
358.0,1775,17018.181846
202.0,1491,17282.202829
125.0,1564,17559.290583
249.0,1508,17829.934755
339.0,1892,18165.36743
214.0,878,18322.758379
105.0,1188,18535.166779
241.0,1733,18843.990518
85.0,1470,19107.594389
31.0,850,19257.475029
260.0,2400,19686.29441
304.0,1467,19948.390393
144.0,1433,20202.346303
100.0,1333,20438.885594
161.0,1808,20762.238468
304.0,1234,20981.718912
311.0,1531,21252.694463
319.0,1092,21447.462342
130.0,1638,21738.835194
323.0,1928,22083.550869
354.0,1926,22424.959059
354.0,1846,22752.918746
105.0,1310,22987.183578
350.0,1890,23324.722685
309.0,1604,23611.058133
264.0,2182,24001.831228
360.0,1813,24324.886931
296.0,1348,24565.275486
380.0,1956,24912.994727
340.0,1752,25224.198411
316.0,2030,25586.859224
294.0,1803,25906.339006
405.0,2112,26282.850647
408.0,3182,26849.590807
395.0,2324,27260.939519
336.0,1886,27596.024299
417.0,2182,27980.722449
409.0,2176,28370.563627
380.0,3082,28916.955006
403.0,1925,29257.178985
384.0,2285,29662.918667
424.0,3842,30343.583368
211.0,1845,30669.770371
390.0,1577,30950.235239
428.0,2261,31350.198723
417.0,1958,31697.658714
413.0,2456,32129.282001
371.0,2125,32504.28681
284.0,1611,32786.514438
415.0,2423,33214.798671
401.0,2254,33614.050404
404.0,2270,34015.066431
420.0,2897,34528.738287
374.0,4182,35265.055198
404.0,2196,35650.998953
405.0,2225,36044.346748
409.0,2077,36412.294687
391.0,1869,36741.690435
428.0,2495,37179.866776
343.0,1914,37517.846668
