# {"t_start": 1574118415.3798013, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
1.0,174,39.13154
0.0,127,60.803932
1.0,157,87.595945
1.0,173,117.02888
0.0,129,138.953696
2.0,225,179.483313
3.0,249,222.800214
0.0,129,244.656529
0.0,129,266.471249
3.0,228,307.051574
1.0,153,332.934996
0.0,127,354.465559
0.0,125,375.716429
0.0,129,397.495656
0.0,123,416.901765
4.0,282,468.450809
2.0,202,503.100432
2.0,202,537.704636
5.0,350,600.713999
9.0,401,673.480052
11.0,464,757.826165
0.0,129,779.617747
0.0,129,799.838472
0.0,129,821.628219
0.0,125,842.88791
6.0,400,914.927584
5.0,372,981.783315
0.0,129,1003.338177
0.0,127,1024.450243
0.0,129,1045.690891
1.0,157,1071.859976
2.0,204,1105.820232
6.0,377,1173.653252
0.0,129,1195.29842
1.0,157,1222.048303
2.0,186,1253.490038
9.0,404,1327.316982
1.0,155,1353.199054
15.0,626,1464.168323
8.0,279,1512.919226
5.0,312,1569.343249
5.0,308,1623.74298
6.0,342,1684.743278
2.0,207,1719.370792
2.0,224,1758.543648
7.0,431,1834.984389
7.0,248,1877.992758
8.0,299,1930.160598
4.0,262,1975.784631
13.0,336,2036.495447
9.0,327,2092.515446
16.0,682,2213.58015
6.0,360,2276.575773
9.0,326,2332.650458
19.0,683,2454.662685
19.0,663,2571.79877
21.0,682,2692.276829
27.0,845,2841.31263
17.0,654,2955.818804
17.0,718,3084.391018
17.0,583,3185.271068
10.0,543,3280.961767
20.0,452,3361.203229
18.0,635,3474.137322
16.0,647,3587.259537
14.0,567,3687.444701
11.0,499,3774.972656
20.0,603,3879.628649
12.0,302,3932.540647
17.0,359,3994.154921
16.0,465,4076.05541
22.0,743,4207.865999
13.0,370,4271.517185
17.0,729,4401.105884
15.0,697,4523.956109
15.0,578,4627.36705
25.0,773,4764.331964
12.0,596,4868.67175
23.0,852,5022.053968
18.0,643,5134.637113
21.0,717,5262.129078
19.0,596,5368.505112
17.0,765,5502.714851
31.0,936,5668.609085
22.0,494,5754.309436
11.0,512,5844.604181
24.0,741,5975.552915
35.0,1078,6165.836128
29.0,832,6314.612538
33.0,1080,6505.052241
24.0,766,6641.923412
20.0,748,6775.954245
35.0,1068,6964.57482
28.0,749,7097.330682
34.0,696,7217.857448
30.0,956,7386.576048
24.0,743,7518.035075
32.0,961,7688.009185
51.0,1133,7889.315743
50.0,1286,8117.50666
45.0,1199,8329.646806
74.0,1275,8557.202769
62.0,1336,8795.996711
32.0,671,8914.456076
50.0,1276,9139.464453
29.0,957,9308.096225
66.0,1203,9522.833532
17.0,729,9652.316191
30.0,490,9737.532115
35.0,876,9890.728157
37.0,991,10065.512366
39.0,1189,10275.211831
88.0,1235,10494.444631
67.0,1387,10740.230517
90.0,1415,10991.303714
52.0,1239,11212.009645
103.0,1469,11471.256612
93.0,1592,11755.126849
103.0,1621,12041.129867
64.0,1253,12264.55327
76.0,1265,12490.899378
86.0,1468,12750.581599
112.0,1278,12979.039314
115.0,1420,13232.57313
119.0,1503,13498.212519
51.0,1271,13724.515729
88.0,1388,13968.852583
137.0,1776,14281.861607
101.0,1626,14569.972629
98.0,1541,14843.829155
230.0,1775,15158.966877
248.0,1802,15480.24095
221.0,1925,15820.984228
233.0,1660,16114.627688
96.0,945,16279.992974
118.0,1456,16538.064183
254.0,1888,16872.358752
217.0,1355,17110.997751
252.0,1723,17419.424031
376.0,1929,17760.136473
165.0,1500,18024.532473
326.0,1887,18358.602946
248.0,2001,18710.012436
286.0,1876,19043.140288
74.0,1134,19243.256462
343.0,2062,19609.527866
147.0,1705,19911.934508
398.0,2107,20282.801128
49.0,1096,20475.924334
389.0,2221,20870.488563
240.0,1627,21158.847258
160.0,1788,21474.720266
313.0,1973,21824.540713
359.0,2205,22213.655597
39.0,1026,22393.768696
398.0,2451,22832.284969
318.0,1740,23137.278848
387.0,3076,23683.536947
359.0,1817,24008.148359
363.0,2043,24369.163384
184.0,1662,24664.641498
281.0,1981,25012.188247
311.0,1813,25334.069865
396.0,2284,25734.08194
348.0,1778,26045.415262
395.0,2269,26446.076063
409.0,2406,26869.454192
370.0,2023,27225.280801
397.0,2892,27737.315127
425.0,2765,28222.435664
330.0,1859,28547.403685
406.0,2043,28904.891099
347.0,1965,29252.001721
377.0,2240,29647.75991
331.0,1696,29943.555766
378.0,1920,30281.199301
324.0,1692,30579.34735
422.0,2089,30945.804283
356.0,1780,31261.983549
419.0,2594,31723.004087
415.0,4007,32434.934326
272.0,1987,32787.40244
413.0,3095,33334.727619
393.0,2004,33687.463018
411.0,2347,34105.131574
385.0,4996,34989.35675
386.0,2142,35365.464437
522.0,4552,36169.42363
408.0,2467,36601.676872
422.0,2255,36995.912475
