# {"t_start": 1574118416.07448, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
0.0,125,28.011558
4.0,301,83.651002
0.0,127,103.482641
0.0,129,125.384836
3.0,270,174.043965
2.0,200,210.096966
12.0,496,301.086356
0.0,127,320.901103
0.0,127,342.551446
7.0,432,422.479547
0.0,127,443.756008
7.0,411,518.275362
5.0,350,580.076049
9.0,404,653.054101
0.0,123,673.695302
0.0,129,695.508268
0.0,127,716.672058
5.0,350,779.679943
5.0,352,842.413395
9.0,404,915.128073
12.0,531,1011.189232
4.0,299,1064.834749
6.0,399,1135.885271
2.0,202,1169.896633
0.0,129,1191.594579
1.0,173,1221.193898
3.0,216,1259.208843
5.0,334,1318.261269
2.0,183,1350.27302
11.0,456,1430.501094
1.0,174,1459.596782
1.0,176,1489.073373
7.0,250,1532.983984
10.0,377,1600.919106
1.0,176,1630.606697
17.0,487,1717.844301
11.0,502,1808.159855
4.0,286,1857.853814
10.0,516,1949.879453
10.0,453,2030.918644
6.0,344,2091.314481
9.0,349,2152.464695
7.0,375,2217.118849
4.0,303,2270.49958
7.0,431,2346.047753
17.0,599,2452.055183
7.0,351,2511.615483
18.0,631,2624.022871
12.0,427,2698.283826
19.0,815,2842.229863
15.0,640,2954.255372
11.0,592,3059.855007
6.0,356,3121.872419
21.0,759,3254.702477
25.0,427,3330.450703
13.0,686,3451.837056
18.0,589,3554.692305
15.0,685,3677.459749
13.0,562,3775.467283
14.0,546,3870.671533
20.0,657,3986.27872
10.0,511,4076.487728
7.0,370,4140.304333
28.0,785,4280.275383
20.0,794,4421.468312
20.0,787,4561.081837
11.0,604,4667.089278
21.0,656,4783.056561
27.0,747,4915.850112
34.0,933,5082.739306
16.0,654,5197.512639
25.0,704,5323.635147
15.0,708,5448.366827
18.0,673,5566.115119
18.0,624,5676.866664
19.0,673,5795.149824
26.0,808,5937.971533
21.0,757,6071.367674
47.0,1163,6278.897489
26.0,845,6427.73121
17.0,794,6568.633753
17.0,730,6697.491777
23.0,840,6848.713263
30.0,787,6987.111175
15.0,622,7096.848679
27.0,869,7248.862473
35.0,844,7397.970537
26.0,928,7561.793441
50.0,1208,7775.859375
23.0,687,7897.887299
66.0,1407,8146.180115
54.0,1280,8374.067222
48.0,1119,8573.937427
27.0,848,8723.590763
36.0,642,8836.013736
55.0,1327,9071.824196
37.0,933,9236.711432
25.0,879,9391.843975
47.0,1316,9627.966336
64.0,1465,9886.743528
86.0,1500,10151.267488
74.0,1371,10393.298061
32.0,759,10527.998154
329.0,1772,10843.802777
76.0,1346,11082.467539
29.0,918,11244.435724
40.0,927,11406.401437
45.0,1069,11596.983291
40.0,924,11760.521554
75.0,1213,11973.551533
89.0,1251,12195.365955
70.0,1224,12414.78941
64.0,1452,12672.963723
69.0,1372,12917.559286
55.0,1209,13131.651176
86.0,1443,13389.651238
66.0,1314,13622.52492
241.0,1669,13917.238785
119.0,1836,14240.438982
191.0,2028,14602.387266
37.0,1016,14782.425577
282.0,1933,15125.120112
134.0,1580,15405.043203
170.0,1327,15639.75833
213.0,1547,15913.211166
129.0,1370,16155.552739
320.0,1792,16472.747443
184.0,1878,16805.222801
334.0,2056,17168.997997
296.0,2010,17527.755348
307.0,1901,17863.431615
334.0,1894,18199.681961
205.0,1583,18477.896011
324.0,2006,18832.114713
113.0,1376,19073.811402
267.0,1629,19362.905844
332.0,1949,19708.882602
305.0,2426,20139.571213
308.0,1975,20487.307201
268.0,1732,20796.253659
367.0,2105,21168.534714
383.0,1757,21480.246674
130.0,1555,21752.893283
391.0,2224,22147.881294
395.0,2258,22548.863804
414.0,2469,22987.707971
358.0,1639,23277.016768
365.0,2107,23650.730614
364.0,1779,23967.805784
327.0,2086,24335.987056
310.0,1751,24646.894442
314.0,1967,24993.757151
312.0,1928,25334.408024
270.0,1893,25665.464878
364.0,2107,26035.661331
412.0,2273,26435.211805
181.0,1326,26667.109814
401.0,3069,27208.906678
383.0,2336,27621.184268
415.0,2007,27974.40324
401.0,3522,28592.741374
387.0,1887,28923.395057
406.0,2134,29300.59934
400.0,3023,29832.606322
365.0,1644,30122.582664
405.0,2231,30514.617058
321.0,2298,30918.249561
362.0,2258,31320.768588
424.0,2559,31772.849729
308.0,2073,32142.575327
288.0,1887,32475.462091
408.0,2195,32864.592557
414.0,2657,33334.22773
428.0,2772,33823.664361
377.0,2152,34205.713103
419.0,2697,34680.80928
421.0,2218,35072.863454
401.0,2482,35509.047461
388.0,2101,35879.241619
350.0,1975,36226.601964
345.0,1820,36545.233262
367.0,2135,36919.105171
