# {"t_start": 1574118414.6143491, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
3.0,252,53.64852
5.0,331,114.221123
2.0,206,149.996076
2.0,220,189.496273
1.0,173,219.214982
5.0,346,282.366899
0.0,129,304.072089
0.0,129,325.600452
0.0,127,345.858967
2.0,200,381.83713
8.0,373,449.470893
0.0,127,470.863934
1.0,173,500.400876
8.0,375,568.228971
0.0,127,589.520513
5.0,326,647.491744
0.0,129,669.004972
0.0,127,690.541661
5.0,350,751.914876
0.0,129,773.746104
5.0,350,837.357169
0.0,127,858.651708
3.0,248,902.768912
0.0,129,924.363105
0.0,129,944.00576
6.0,378,1012.254628
0.0,127,1033.22032
5.0,352,1095.728922
3.0,270,1143.276288
9.0,380,1211.664743
3.0,230,1251.067222
2.0,206,1287.428667
9.0,404,1359.666692
10.0,449,1438.65659
10.0,452,1520.157834
5.0,314,1575.716022
12.0,506,1666.512746
12.0,474,1750.739117
2.0,201,1785.988599
5.0,295,1837.242811
3.0,211,1874.028868
2.0,184,1904.318478
12.0,503,1995.232338
5.0,315,2050.740714
17.0,606,2158.009007
9.0,344,2217.343786
6.0,358,2280.098986
20.0,651,2395.633214
13.0,559,2493.188508
12.0,541,2588.550634
14.0,524,2681.071557
15.0,429,2756.482034
9.0,515,2847.144938
21.0,775,2983.664502
10.0,357,3045.204685
20.0,780,3182.38735
17.0,651,3297.980909
25.0,573,3400.130836
16.0,630,3510.56505
17.0,753,3644.25247
17.0,596,3749.409548
12.0,580,3850.187972
12.0,558,3947.809927
23.0,614,4056.491226
21.0,772,4193.574594
19.0,729,4323.502778
10.0,542,4419.122673
22.0,802,4561.332044
14.0,531,4654.980741
23.0,748,4787.88185
31.0,847,4938.339332
18.0,675,5057.810518
13.0,671,5175.839979
33.0,965,5349.37124
20.0,617,5457.952899
36.0,984,5630.752666
20.0,670,5749.693013
26.0,835,5898.792529
26.0,877,6052.092312
22.0,531,6144.649276
30.0,828,6293.05045
39.0,1141,6495.089108
33.0,1050,6682.510182
35.0,803,6826.084276
34.0,1028,7008.125195
25.0,704,7131.22116
28.0,913,7292.835575
22.0,611,7399.564155
33.0,989,7573.505078
30.0,836,7723.03698
20.0,613,7830.196617
66.0,1316,8064.529358
35.0,1009,8241.017744
49.0,1042,8427.033987
52.0,1309,8661.48284
51.0,1280,8888.951091
51.0,1291,9116.32498
35.0,1038,9300.143252
33.0,989,9475.151708
46.0,1180,9685.180499
45.0,1250,9906.577068
40.0,1176,10113.633128
81.0,1525,10383.453797
37.0,1022,10566.144981
57.0,1137,10766.394627
34.0,653,10880.336922
72.0,1332,11117.724303
65.0,1380,11361.35762
57.0,1341,11599.785244
79.0,1684,11899.034764
96.0,1668,12194.456832
57.0,1311,12430.130253
105.0,1526,12700.472826
134.0,1749,13012.852541
84.0,1383,13259.583256
102.0,1509,13528.795752
56.0,1134,13728.373165
73.0,1430,13979.417065
140.0,2044,14340.957037
236.0,1802,14661.794778
70.0,1399,14909.681126
269.0,2023,15268.320937
259.0,1481,15531.576174
269.0,1920,15871.988647
353.0,2001,16225.99444
253.0,1925,16568.711538
373.0,2037,16929.108328
97.0,1519,17196.610078
96.0,1542,17471.919962
46.0,1131,17671.220233
305.0,1803,17990.240679
284.0,1687,18289.032948
143.0,1550,18561.171753
118.0,1492,18823.052145
356.0,1868,19154.24612
243.0,1637,19443.524778
297.0,1968,19793.557283
276.0,1659,20088.033184
318.0,1822,20408.653123
364.0,1620,20693.100045
141.0,1490,20958.952661
413.0,2735,21444.825757
406.0,2381,21866.206794
409.0,2326,22277.998354
343.0,2094,22649.104577
271.0,1601,22934.036319
337.0,2568,23389.545112
373.0,2006,23743.864406
359.0,1706,24047.589737
304.0,1839,24372.378719
366.0,2041,24734.688263
183.0,1559,25008.224281
167.0,1799,25326.218246
390.0,2043,25685.006288
347.0,1922,26021.873071
405.0,2312,26429.206779
433.0,2692,26904.600357
321.0,1934,27244.027909
413.0,2135,27620.168258
400.0,2775,28109.692392
378.0,2132,28481.088766
282.0,1627,28767.067588
346.0,1739,29072.238387
406.0,2232,29465.946848
384.0,2159,29845.57515
426.0,2321,30254.323575
363.0,1967,30600.675952
428.0,2998,31130.51871
423.0,2492,31572.314602
334.0,2339,31989.076667
400.0,2195,32377.884167
308.0,1703,32679.005942
306.0,1997,33031.039352
359.0,2331,33443.007678
412.0,2400,33867.013056
357.0,1992,34220.633255
390.0,2500,34659.755531
397.0,2453,35093.825011
376.0,1957,35436.695815
412.0,2400,35859.646745
424.0,2786,36351.692268
373.0,2196,36735.478077
314.0,1825,37054.954089
