# {"t_start": 1574118415.1226156, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
0.0,127,29.402049
1.0,157,56.455474
3.0,216,95.181381
0.0,129,116.887288
0.0,123,137.7628
0.0,125,159.107495
0.0,125,180.282548
4.0,323,238.193184
1.0,172,267.65927
0.0,129,289.346441
1.0,157,315.906778
2.0,200,351.637481
0.0,127,373.274444
3.0,251,416.760427
0.0,125,437.569646
3.0,246,481.45955
3.0,232,522.905385
0.0,129,544.693201
2.0,200,578.729312
5.0,350,642.370563
0.0,129,663.703673
0.0,129,685.528771
9.0,404,757.898282
0.0,129,779.676624
4.0,297,832.588701
1.0,173,862.129228
5.0,350,925.314429
4.0,297,977.363435
0.0,129,999.204602
1.0,157,1025.581619
5.0,331,1083.017898
12.0,357,1146.927548
10.0,432,1224.880785
1.0,157,1251.087142
3.0,218,1289.534419
5.0,306,1343.503513
0.0,127,1364.395232
2.0,201,1399.327235
7.0,418,1472.966474
1.0,157,1499.221659
3.0,218,1536.25631
0.0,129,1557.948893
1.0,176,1589.371619
10.0,538,1685.859546
2.0,203,1719.795322
3.0,255,1764.481888
6.0,356,1827.853759
15.0,553,1926.499655
5.0,294,1977.610414
8.0,422,2053.268081
7.0,395,2121.766592
10.0,519,2213.81956
16.0,689,2337.159392
12.0,506,2424.736253
8.0,455,2505.035669
17.0,664,2622.765043
22.0,735,2753.136134
15.0,626,2862.233821
18.0,560,2961.250177
26.0,775,3099.532905
21.0,664,3215.386685
16.0,623,3324.867341
10.0,471,3408.750271
14.0,645,3522.465316
39.0,952,3691.256186
22.0,748,3823.375242
21.0,522,3914.203729
13.0,632,4026.4879
10.0,511,4116.027249
9.0,476,4198.759315
32.0,932,4364.996813
19.0,735,4495.55972
22.0,504,4584.584981
24.0,750,4718.489358
21.0,860,4869.818926
11.0,540,4965.688953
20.0,575,5068.476002
29.0,924,5232.063072
17.0,527,5325.06815
26.0,747,5457.635295
17.0,595,5561.082188
16.0,709,5686.156369
19.0,763,5821.667196
39.0,1090,6015.215163
28.0,912,6176.507799
36.0,891,6334.683278
18.0,745,6465.019134
27.0,806,6608.875235
35.0,1052,6798.402785
21.0,756,6930.355755
47.0,1062,7119.168409
37.0,945,7285.921901
38.0,838,7431.912567
45.0,978,7606.015997
21.0,918,7768.655889
31.0,816,7912.492415
34.0,946,8079.691464
26.0,849,8229.478219
54.0,1359,8470.523531
48.0,1223,8689.874206
45.0,1284,8918.326087
42.0,853,9066.647925
39.0,1010,9245.434737
61.0,1333,9482.411863
41.0,984,9658.649149
52.0,1213,9872.491229
42.0,705,9995.922544
33.0,941,10160.442169
47.0,1226,10378.123918
72.0,1266,10604.056166
46.0,1068,10792.847976
41.0,984,10965.559574
57.0,983,11140.531577
36.0,1207,11353.072795
24.0,781,11491.064097
74.0,1383,11736.562413
61.0,1234,11953.904031
59.0,1435,12208.045701
63.0,1208,12425.897107
91.0,1426,12678.004166
35.0,949,12845.773942
53.0,1150,13051.567899
63.0,1154,13256.457394
94.0,1366,13497.967229
126.0,1517,13768.284139
110.0,1278,13992.720564
65.0,1191,14200.921954
258.0,1645,14493.611764
94.0,1634,14784.668421
324.0,1209,14996.785956
220.0,1481,15258.336106
134.0,1534,15531.767185
58.0,1000,15708.591269
230.0,1276,15933.896761
106.0,1282,16159.804005
319.0,1953,16506.375355
144.0,1287,16733.362948
313.0,2029,17092.389009
382.0,1853,17423.08707
126.0,1345,17659.521291
317.0,1807,17978.704477
311.0,1936,18321.75919
345.0,1826,18642.700614
355.0,2047,19004.863907
235.0,1641,19295.935719
375.0,1864,19627.135084
303.0,1817,19949.842184
415.0,2267,20349.769889
410.0,2369,20771.077353
401.0,1985,21121.913602
384.0,2394,21546.771521
203.0,1545,21820.202136
108.0,1446,22074.406817
345.0,2020,22430.603246
301.0,1705,22735.809923
253.0,1770,23047.078979
407.0,2290,23454.035417
369.0,1957,23800.621153
424.0,2866,24311.174635
404.0,1801,24631.14127
404.0,1888,24962.849513
328.0,1682,25258.766872
244.0,1895,25591.83357
374.0,2153,25970.173368
288.0,2323,26378.613841
348.0,1832,26701.404914
402.0,2409,27126.619277
396.0,1953,27469.499049
370.0,2302,27875.584896
375.0,1834,28197.094775
406.0,1921,28533.469871
402.0,2330,28941.690627
365.0,2499,29382.690882
400.0,1978,29731.815678
289.0,1749,30037.498325
380.0,1946,30379.780009
376.0,1959,30723.071126
400.0,1599,31005.141382
412.0,2987,31535.931336
423.0,2546,31989.909548
419.0,3814,32667.872677
380.0,1966,33014.757954
428.0,2504,33455.513251
407.0,3052,33998.322434
382.0,2216,34389.454603
341.0,2168,34770.354665
380.0,2677,35244.317139
409.0,2342,35653.541245
396.0,2997,36183.229282
417.0,2666,36651.629932
394.0,3068,37191.541241
