# {"t_start": 1574118412.5827122, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
1.0,155,38.532346
0.0,129,58.894606
2.0,225,99.234434
1.0,175,129.178135
1.0,176,161.070107
0.0,129,182.958279
1.0,153,209.20952
2.0,206,244.731698
0.0,127,266.158118
0.0,125,287.174056
6.0,398,359.341945
0.0,125,380.675445
0.0,127,401.947138
2.0,202,436.602299
3.0,248,480.891919
0.0,129,502.605053
6.0,382,571.716351
17.0,489,659.598269
0.0,129,681.419102
7.0,433,760.183156
0.0,129,781.975852
0.0,129,802.164244
0.0,129,823.975152
0.0,129,846.023902
2.0,200,881.66994
0.0,127,902.863547
0.0,129,923.015497
4.0,299,976.726146
0.0,127,998.274684
1.0,177,1028.063384
0.0,129,1049.286034
5.0,352,1110.250024
4.0,277,1159.279477
2.0,200,1194.671487
2.0,188,1226.988551
5.0,327,1285.783689
4.0,263,1332.146711
13.0,574,1434.300204
8.0,281,1483.159201
6.0,397,1554.273823
10.0,565,1655.952004
2.0,204,1691.833007
9.0,448,1771.195358
13.0,530,1865.959563
7.0,414,1938.968759
15.0,533,2035.202585
15.0,594,2141.013249
7.0,382,2207.928192
9.0,486,2294.249619
13.0,370,2357.608266
13.0,569,2458.790658
15.0,417,2531.174175
9.0,470,2613.221022
27.0,731,2742.679165
16.0,633,2854.611581
15.0,541,2948.967215
15.0,678,3068.72765
24.0,836,3217.049984
13.0,634,3328.360198
12.0,620,3438.494705
11.0,498,3526.289238
12.0,589,3629.542528
10.0,378,3695.235776
8.0,405,3765.531117
14.0,618,3874.267741
14.0,371,3938.743624
19.0,653,4053.879993
11.0,567,4152.854167
31.0,667,4271.490223
14.0,381,4337.899624
17.0,684,4458.661836
24.0,665,4576.631998
21.0,772,4713.952998
27.0,899,4873.495481
27.0,868,5029.572439
20.0,781,5167.700587
16.0,695,5290.951416
14.0,661,5407.976535
15.0,699,5530.913199
19.0,845,5680.649132
20.0,717,5807.656878
25.0,811,5951.232397
27.0,501,6038.255815
23.0,802,6179.848102
23.0,853,6330.331375
37.0,1130,6531.438486
29.0,750,6664.911486
13.0,614,6775.135785
18.0,836,6922.635575
21.0,735,7051.897431
31.0,934,7215.991269
53.0,1295,7445.435082
47.0,1184,7655.314809
24.0,696,7777.939523
36.0,1113,7976.926671
58.0,1317,8209.604417
31.0,930,8373.888461
55.0,1374,8620.891615
25.0,665,8736.740045
44.0,1257,8960.0194
30.0,886,9114.222035
34.0,1134,9315.907189
84.0,1418,9569.586797
55.0,1429,9823.599283
30.0,800,9962.196292
59.0,1185,10171.011207
57.0,1252,10393.052459
56.0,1367,10638.303939
52.0,918,10799.372478
65.0,1298,11029.732876
65.0,1286,11258.009452
85.0,1547,11532.229205
47.0,1064,11720.000037
33.0,910,11880.773638
90.0,1643,12171.682104
62.0,1188,12384.6138
81.0,1509,12651.488451
50.0,1173,12861.293766
117.0,1552,13138.296422
112.0,1642,13429.757602
152.0,1828,13754.715367
130.0,1462,14013.245581
109.0,1616,14296.215563
133.0,1116,14495.279613
138.0,1673,14792.75206
242.0,1683,15091.036045
246.0,1455,15348.200546
261.0,1914,15688.467298
139.0,1680,15986.108485
280.0,1511,16253.295906
234.0,1777,16567.289042
198.0,1414,16816.583583
274.0,1720,17121.995287
320.0,1902,17460.307575
182.0,1830,17784.219382
263.0,2058,18150.456284
112.0,1167,18354.503095
321.0,1581,18632.0079
152.0,1504,18897.345772
389.0,2209,19289.751505
202.0,1589,19570.015299
389.0,1984,19922.823539
269.0,1552,20195.516636
322.0,1812,20515.972267
286.0,2023,20875.191571
305.0,2000,21230.943092
314.0,1711,21532.672348
355.0,1913,21871.099967
129.0,1707,22172.27966
254.0,2448,22606.922118
368.0,2047,22971.359635
370.0,1769,23284.675715
142.0,1518,23552.427001
432.0,3519,24178.567101
318.0,1573,24457.019248
204.0,1520,24726.099593
265.0,1791,25041.126863
314.0,2239,25435.791653
397.0,2083,25801.659532
360.0,1779,26112.199398
302.0,2156,26493.240432
402.0,2704,26971.124918
381.0,4989,27851.228705
396.0,2486,28288.063114
366.0,2213,28676.07417
402.0,2321,29083.491398
362.0,1550,29356.953413
260.0,1924,29696.131367
293.0,2139,30072.255421
388.0,2304,30476.355432
412.0,1753,30785.088638
417.0,2473,31223.259859
395.0,2058,31587.226609
343.0,1829,31911.924194
378.0,2033,32272.139586
371.0,3991,32980.717688
421.0,2698,33457.027034
332.0,1725,33762.627455
427.0,2594,34222.787574
274.0,1807,34540.715734
404.0,2412,34965.54765
405.0,2121,35339.433606
142.0,1629,35623.633986
403.0,2165,36005.960151
382.0,1910,36341.544115
427.0,2753,36824.983113
403.0,2397,37245.949253
