# {"t_start": 1574118415.7015042, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
1.0,176,39.167798
0.0,127,60.888679
0.0,129,82.501398
1.0,153,108.449741
0.0,129,130.4208
0.0,129,151.121025
2.0,225,191.495826
1.0,173,221.231351
0.0,125,242.381646
3.0,234,284.12185
0.0,129,305.824047
0.0,127,327.004557
0.0,127,348.588452
1.0,153,374.807876
9.0,404,448.048687
9.0,403,521.272186
5.0,350,583.091849
5.0,352,646.948668
0.0,129,668.491871
6.0,396,739.771483
2.0,202,774.247185
5.0,350,837.978721
2.0,202,872.536983
7.0,432,950.799473
5.0,350,1012.889185
2.0,202,1048.260687
0.0,129,1069.614869
0.0,127,1090.262183
1.0,157,1116.529722
1.0,157,1143.079076
0.0,129,1164.623254
0.0,127,1185.566263
0.0,125,1205.204725
3.0,235,1247.028268
1.0,157,1273.420246
3.0,215,1311.408154
9.0,399,1382.65898
3.0,214,1418.273604
4.0,264,1464.035785
1.0,155,1491.388021
5.0,295,1543.183511
6.0,334,1602.121976
14.0,582,1707.552406
2.0,204,1741.78212
7.0,426,1817.316289
11.0,271,1864.628707
8.0,440,1943.638717
13.0,368,2007.832679
9.0,326,2066.395437
5.0,329,2122.404696
8.0,297,2174.719511
19.0,636,2286.869123
7.0,388,2354.727601
9.0,481,2439.391831
6.0,378,2505.136793
15.0,600,2610.897254
5.0,313,2665.753409
15.0,599,2769.986796
12.0,434,2846.945575
10.0,520,2937.148252
13.0,316,2991.491785
13.0,475,3075.475358
24.0,741,3205.312607
16.0,602,3312.380857
12.0,584,3415.376699
12.0,608,3522.720265
12.0,429,3596.655969
16.0,623,3707.528608
11.0,415,3779.273024
8.0,442,3855.516496
20.0,659,3971.47169
16.0,671,4091.428568
10.0,517,4180.613938
26.0,712,4307.746858
21.0,697,4431.148266
20.0,664,4548.585123
21.0,666,4666.59686
15.0,557,4765.35531
9.0,474,4847.533667
23.0,800,4990.15847
20.0,779,5127.881128
32.0,923,5293.379703
10.0,538,5389.497249
16.0,700,5511.455649
18.0,705,5634.612792
21.0,469,5718.542787
22.0,776,5855.947997
32.0,851,6005.272865
37.0,1121,6204.605388
43.0,1183,6414.344112
10.0,518,6505.23743
35.0,893,6664.654442
19.0,791,6806.521462
32.0,861,6958.657314
59.0,1160,7163.770494
28.0,740,7293.927305
32.0,954,7462.738093
25.0,789,7601.664299
26.0,837,7749.700801
44.0,1134,7951.397002
40.0,951,8118.376816
34.0,978,8292.698885
53.0,1426,8545.751363
52.0,1065,8735.317132
61.0,1438,8989.960563
44.0,1218,9205.713463
43.0,1067,9395.119701
35.0,977,9569.105792
77.0,1376,9814.31678
31.0,739,9942.723119
66.0,1329,10176.938158
73.0,1434,10431.402518
43.0,984,10606.454176
53.0,1014,10784.853272
25.0,747,10916.11295
57.0,1340,11154.011463
53.0,874,11308.005497
70.0,1365,11551.294498
75.0,1509,11818.069505
81.0,1585,12098.855356
121.0,1838,12428.888739
169.0,1274,12654.586168
61.0,1301,12886.998621
117.0,1586,13169.031732
78.0,1417,13420.432724
111.0,1579,13701.115064
275.0,1913,14039.199106
60.0,1350,14275.220289
97.0,1357,14517.424724
278.0,1936,14861.124014
57.0,1319,15094.514049
116.0,1191,15304.310052
290.0,1460,15564.645103
28.0,679,15683.188612
248.0,1456,15940.651672
254.0,1223,16156.437789
295.0,1987,16508.815038
392.0,1995,16861.365257
200.0,1688,17160.547601
99.0,1534,17433.302606
330.0,1565,17711.067205
174.0,1890,18044.404639
277.0,1575,18322.488455
334.0,2034,18680.311413
287.0,2024,19039.72367
350.0,1771,19353.137026
361.0,2165,19737.382369
258.0,2089,20108.852308
64.0,1290,20335.509157
347.0,1995,20686.616559
133.0,1366,20929.244781
338.0,1790,21247.399395
207.0,1983,21596.901132
238.0,1945,21940.807387
385.0,1991,22292.877817
338.0,2014,22650.928713
310.0,1783,22968.469049
376.0,2417,23397.839889
264.0,1448,23652.240598
355.0,1850,23981.223188
267.0,1736,24288.136869
375.0,2266,24690.064017
340.0,2106,25062.50817
381.0,2311,25469.6663
404.0,1677,25763.318753
381.0,2032,26118.138843
387.0,2194,26506.152275
351.0,1659,26797.904234
391.0,2352,27211.081357
183.0,2150,27590.995721
403.0,2198,27977.388992
268.0,1976,28324.196574
200.0,1817,28642.160266
403.0,1943,28982.800685
393.0,1854,29309.231594
406.0,2185,29694.696435
345.0,1821,30012.758828
413.0,2391,30435.622733
167.0,1674,30728.663696
402.0,2709,31209.41195
387.0,2174,31594.543466
158.0,1704,31896.428768
381.0,2933,32416.970399
332.0,2018,32773.6085
545.0,4019,33486.230288
368.0,2012,33840.844657
328.0,2055,34205.219948
354.0,2098,34573.955923
419.0,2242,34971.235846
417.0,2361,35386.040811
405.0,1914,35721.329921
356.0,1618,36006.543435
362.0,2407,36429.835109
428.0,3802,37098.143205
