# {"t_start": 1574118409.987776, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
2.0,220,52.458211
9.0,404,126.094128
1.0,174,156.179492
1.0,173,187.273068
0.0,127,208.818444
4.0,278,258.662655
0.0,129,279.109908
0.0,129,300.793917
6.0,379,369.474482
0.0,127,391.110233
0.0,129,412.886248
3.0,250,457.385951
2.0,200,491.729939
0.0,127,513.205901
0.0,127,534.498014
4.0,299,587.458477
0.0,127,608.509902
5.0,352,672.50191
0.0,129,694.397954
0.0,129,715.981908
0.0,129,737.373866
3.0,228,776.4061
0.0,127,797.470103
0.0,127,818.750197
5.0,350,882.732504
0.0,127,902.617841
0.0,129,924.138192
2.0,200,958.903034
2.0,202,993.857823
1.0,176,1024.93382
0.0,129,1044.721871
0.0,129,1065.9899
3.0,248,1109.046391
0.0,127,1130.330174
0.0,125,1151.137912
0.0,127,1172.309909
0.0,127,1193.354202
6.0,397,1264.990326
0.0,127,1286.3099
11.0,502,1375.621931
2.0,206,1411.369937
3.0,247,1454.106554
14.0,590,1560.015581
4.0,280,1609.44994
4.0,301,1663.141942
16.0,464,1745.490099
2.0,225,1785.098214
3.0,231,1823.793902
15.0,527,1917.661937
4.0,279,1966.233907
4.0,261,2012.274306
8.0,279,2061.518811
10.0,380,2127.514645
7.0,254,2171.089909
5.0,357,2234.254268
4.0,300,2285.722258
12.0,527,2378.698326
11.0,559,2476.590127
18.0,759,2611.769908
12.0,462,2693.386108
9.0,481,2776.301844
17.0,499,2863.950314
13.0,493,2950.306884
19.0,613,3059.366169
30.0,721,3185.118463
16.0,431,3260.30612
14.0,520,3351.96601
13.0,497,3439.858102
13.0,530,3532.98629
15.0,523,3624.750687
20.0,730,3754.496847
19.0,638,3866.658095
16.0,580,3967.998131
15.0,451,4046.042104
21.0,821,4192.858438
8.0,427,4267.342062
21.0,682,4387.849891
20.0,726,4517.197699
20.0,709,4642.334129
14.0,556,4740.350327
31.0,695,4863.514349
11.0,546,4960.564312
18.0,534,5054.906263
20.0,771,5191.210327
18.0,680,5312.054133
25.0,817,5456.34233
17.0,632,5567.28629
18.0,671,5685.942493
21.0,662,5802.302461
23.0,884,5959.462526
25.0,777,6096.226365
32.0,998,6274.245906
32.0,751,6406.433909
46.0,1215,6622.494883
19.0,638,6736.438544
35.0,884,6894.004818
25.0,795,7033.686537
24.0,883,7187.665961
22.0,794,7329.502499
39.0,1204,7542.217954
23.0,715,7667.134978
28.0,756,7801.290553
27.0,985,7977.026519
42.0,1002,8151.966335
43.0,1209,8367.530657
40.0,1036,8551.730297
33.0,940,8718.874435
25.0,729,8847.446185
56.0,1161,9052.930823
75.0,1544,9325.718306
45.0,1114,9525.466417
66.0,1341,9762.936503
63.0,1317,9995.942508
89.0,1515,10263.426316
53.0,1309,10495.82575
66.0,1422,10748.630116
46.0,1187,10959.218127
56.0,1294,11189.842553
34.0,829,11334.205933
58.0,1032,11517.374587
84.0,1292,11746.266139
51.0,1215,11960.213354
49.0,1255,12182.554492
36.0,1063,12372.418766
75.0,1257,12596.114588
73.0,1547,12871.918774
66.0,1350,13112.110463
213.0,1540,13386.013877
108.0,1460,13646.002029
62.0,1033,13828.550648
296.0,2065,14191.92601
110.0,1422,14443.430659
274.0,1784,14760.866207
98.0,1421,15011.930328
129.0,1453,15269.59786
89.0,1410,15521.405833
260.0,1832,15844.694525
251.0,1667,16140.186092
115.0,1345,16378.462381
119.0,1491,16641.650648
183.0,1739,16948.926473
197.0,1702,17250.170227
373.0,1778,17566.158414
351.0,1878,17899.050271
139.0,1691,18198.838456
368.0,2191,18585.065933
324.0,2113,18957.094277
216.0,1830,19282.186082
340.0,1948,19627.154487
395.0,2029,19987.841871
300.0,2199,20376.714361
340.0,1955,20721.726736
253.0,1679,21020.830397
349.0,1735,21328.15029
85.0,1096,21519.966112
260.0,1832,21843.754381
179.0,1841,22169.998507
373.0,1926,22510.766084
298.0,1490,22775.977628
254.0,1879,23107.761916
320.0,1493,23372.009984
367.0,1870,23702.218199
256.0,1712,24007.51826
256.0,1520,24275.405943
204.0,1843,24602.902748
298.0,1458,24857.382912
294.0,2038,25218.094288
282.0,1946,25559.949921
348.0,2008,25912.642452
381.0,1986,26259.989021
333.0,2305,26667.554066
72.0,912,26827.102296
398.0,4471,27617.957914
322.0,1935,27957.725959
357.0,2205,28343.526141
388.0,2397,28765.470294
355.0,2312,29170.782275
379.0,2602,29632.186488
247.0,1636,29918.034608
409.0,2218,30307.42226
424.0,2351,30721.282084
390.0,2335,31135.062489
408.0,2091,31504.494269
400.0,2157,31888.034299
389.0,2392,32312.792782
411.0,2650,32782.226435
423.0,3104,33332.26607
431.0,2488,33772.118623
380.0,4205,34518.610329
406.0,2761,35004.718407
409.0,2511,35447.201383
353.0,2695,35922.129333
268.0,2127,36296.774254
345.0,2210,36683.287592
404.0,1925,37019.310233
