# {"t_start": 1575292820.89804, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
759.0,4645,1245.201863
431.0,2900,2012.18623
3.0,252,2075.960266
392.0,2184,2654.42023
358.0,1947,3166.234464
3.0,247,3228.257658
428.0,4670,4462.329696
428.0,2800,5199.064819
420.0,3005,5986.424521
431.0,2787,6717.978655
432.0,2377,7343.03167
378.0,2623,8028.83797
396.0,2150,8594.028736
202.0,875,8820.301654
456.0,3416,9719.373321
2.0,203,9768.632449
0.0,127,9798.905366
0.0,127,9829.268596
400.0,2692,10535.334386
0.0,129,10566.018878
428.0,3659,11528.383169
420.0,2794,12263.106993
232.0,1926,12769.29582
0.0,125,12798.854904
423.0,2390,13426.887714
191.0,1496,13815.511247
412.0,2556,14486.154069
337.0,2102,15035.624784
324.0,1855,15521.304605
428.0,2705,16230.275803
432.0,2839,16975.298606
1.0,173,17017.274014
393.0,2570,17693.269242
519.0,7720,19725.917507
419.0,3691,20698.330447
2.0,200,20746.793809
3.0,248,20808.752457
860.0,5512,22260.093001
759.0,4769,23515.555068
397.0,2655,24210.587348
360.0,2246,24798.495219
404.0,2310,25402.477881
346.0,2143,25963.675052
381.0,2252,26552.479108
436.0,3395,27442.272632
