# {"t_start": 1575292814.811628, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
309.0,1879,515.576436
247.0,1742,976.013868
343.0,2418,1613.03912
408.0,2621,2308.557556
423.0,2846,3061.398152
354.0,1944,3570.853064
1.0,176,3613.591189
0.0,127,3643.966297
392.0,2426,4285.353674
0.0,129,4315.98175
259.0,1696,4760.110256
399.0,2161,5327.494233
364.0,1930,5832.531272
435.0,2756,6554.27581
56.0,779,6756.617933
425.0,2148,7320.682847
420.0,2489,7970.7012
334.0,4562,9173.689277
491.0,4117,10257.357466
427.0,2738,10976.151305
4.0,297,11050.305226
5.0,350,11139.078512
395.0,2821,11880.655535
3.0,248,11942.791775
360.0,2067,12485.660924
385.0,1631,12912.491869
255.0,1982,13433.308539
369.0,3154,14259.266338
89.0,1483,14647.589687
367.0,2195,15221.911408
0.0,127,15252.000057
259.0,1519,15645.965929
416.0,2918,16413.7314
320.0,2109,16964.221681
3.0,248,17026.931138
439.0,2616,17715.963418
425.0,2943,18487.565366
5.0,350,18577.254897
4.0,319,18656.332037
4.0,297,18732.421787
9.0,404,18836.237562
421.0,2686,19541.034549
0.0,127,19569.291627
413.0,3443,20474.283956
384.0,2236,21063.612834
425.0,2837,21808.642943
229.0,1584,22222.63724
0.0,125,22251.895551
359.0,1827,22732.139832
331.0,1738,23185.556342
113.0,1523,23583.362868
0.0,129,23613.532375
0.0,127,23642.516154
438.0,3698,24614.565471
435.0,5301,26005.531307
831.0,4712,27241.279875
5.0,350,27328.533291
