# {"t_start": 1574686247.738681, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
0.0,123,43.641873
1.0,173,84.754757
1.0,177,125.566048
0.0,129,154.425097
0.0,127,182.313783
2.0,198,227.336619
0.0,127,255.699284
0.0,127,284.280625
0.0,129,313.249755
0.0,127,340.976468
3.0,268,404.360957
1.0,155,439.055665
10.0,446,546.292873
2.0,202,593.787008
0.0,127,620.600332
0.0,127,648.98684
0.0,127,677.278819
0.0,125,704.951355
0.0,127,732.99805
9.0,404,829.731284
0.0,129,858.380079
0.0,127,886.143639
2.0,226,937.737817
1.0,173,978.441734
0.0,129,1007.138848
5.0,352,1089.837745
0.0,125,1117.56309
2.0,202,1164.447377
5.0,350,1246.968721
4.0,297,1317.090182
0.0,127,1344.929596
0.0,127,1373.517909
0.0,127,1401.523285
11.0,501,1521.883774
0.0,127,1550.294984
5.0,350,1633.48091
0.0,127,1661.977978
0.0,129,1691.095156
0.0,129,1719.90952
0.0,127,1748.315127
0.0,127,1776.817108
0.0,129,1805.410323
0.0,127,1833.900222
0.0,129,1860.702211
0.0,125,1888.310301
0.0,129,1916.979649
0.0,129,1945.803906
0.0,129,1974.592794
2.0,200,2019.871365
9.0,404,2118.150148
0.0,129,2145.384784
2.0,202,2192.512944
0.0,127,2220.925629
0.0,129,2249.374212
0.0,127,2277.513751
0.0,129,2304.784628
0.0,127,2332.642641
0.0,127,2361.064586
9.0,404,2457.978326
0.0,129,2486.723133
0.0,125,2514.171862
2.0,198,2559.12772
0.0,129,2587.850912
4.0,297,2659.495845
2.0,200,2705.054138
0.0,127,2733.447393
5.0,350,2816.818938
0.0,129,2844.643012
5.0,350,2928.280534
5.0,350,3012.101972
2.0,200,3057.101281
0.0,125,3084.778864
2.0,200,3130.011604
2.0,198,3176.674167
0.0,129,3205.440697
1.0,173,3244.337294
0.0,125,3271.741927
5.0,309,3343.534532
4.0,298,3413.529935
2.0,183,3455.818581
0.0,129,3484.45396
0.0,129,3513.13662
3.0,235,3566.368166
5.0,347,3650.155436
2.0,198,3694.850183
3.0,250,3752.401598
1.0,178,3792.415535
3.0,216,3842.802297
8.0,298,3911.823951
9.0,475,4026.634769
2.0,200,4071.831237
5.0,350,4154.94451
11.0,472,4268.797449
2.0,198,4313.643122
0.0,129,4341.833388
14.0,479,4453.414045
4.0,282,4520.642587
12.0,440,4624.365178
7.0,388,4715.610191
1.0,157,4750.727449
2.0,204,4796.775632
4.0,278,4860.745903
1.0,155,4897.01942
3.0,252,4954.173795
3.0,274,5017.028948
8.0,404,5114.175128
1.0,155,5148.255106
4.0,284,5214.387424
12.0,521,5339.504822
0.0,125,5366.801978
0.0,127,5393.301164
7.0,418,5493.793683
7.0,415,5592.027518
9.0,497,5710.687114
8.0,467,5820.213319
2.0,200,5865.966115
16.0,574,6001.270994
12.0,519,6124.205505
4.0,303,6194.100919
10.0,534,6320.649974
13.0,549,6450.6077
13.0,553,6582.948987
29.0,697,6748.838118
13.0,569,6883.709412
8.0,447,6988.955114
22.0,550,7118.851217
18.0,405,7213.215713
2.0,202,7258.479094
9.0,326,7334.085377
11.0,433,7436.518843
17.0,652,7590.967025
5.0,350,7673.40396
14.0,392,7765.344705
