eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
126.9375,0.0,361,0.00031424026,0.0015258789,1.3859383,-0.00015345906,0.0882638,-0.026354193687438965,1,128,33.98382783308625,12288
168.64,1.03,386,3.4960798e-05,0.0,1.3858125,-6.862557e-05,0.030338075,0.006939888000488281,2,256,65.80857381597161,24576
185.25,1.48,379,0.00012808564,0.0,1.3856335,-0.00023721287,0.036528267,0.07551717758178711,3,384,98.16586576402187,36864
178.27,1.33,384,7.2540686e-05,0.0,1.3846707,-0.0001395487,0.035717964,0.04489094018936157,4,512,130.14453412219882,49152
174.16,1.19,388,0.00012633072,0.0,1.3851719,-0.00016362092,0.0344444,0.07258689403533936,5,640,161.77288289740682,61440
176.57,1.24,387,9.392912e-05,0.0,1.385098,-0.00016069408,0.037812963,0.015540540218353271,6,768,193.51218096911907,73728
178.91,1.31,383,0.0008245333,0.011779785,1.381341,-0.00059182814,0.035066828,0.010682404041290283,7,896,225.56317128241062,86016
188.05,1.51,384,0.00016468944,0.0,1.3777794,-0.000106719104,0.03644092,0.03051900863647461,8,1024,257.5516729541123,98304
185.43,1.48,384,0.00024779036,0.0,1.3809742,-0.00025141815,0.036702774,0.04942232370376587,9,1152,289.54198257625103,110592
191.93,1.62,392,0.0005500767,0.012491862,1.378651,-0.0004145375,0.035714064,0.07096713781356812,10,1280,320.84736128523946,122880
196.96,1.77,384,0.00051949034,0.00048828125,1.3752196,-0.0003695134,0.03987291,0.07373380661010742,11,1408,352.8395665064454,135168
196.59,1.68,385,0.001588098,0.025227865,1.3645645,-0.0008410786,0.039440054,0.1001632809638977,12,1536,384.6937214061618,147456
184.19,1.39,386,0.001053228,0.010355632,1.3670396,-0.00021554065,0.038705386,0.10874587297439575,13,1664,416.5206969641149,159744
192.46,1.63,389,0.00019247385,0.0,1.3757656,-0.00013698207,0.041769356,0.14792919158935547,14,1792,448.0647954046726,172032
202.89,1.94,380,0.0006971333,0.015686035,1.3768088,-0.0010518234,0.0415985,0.15827834606170654,15,1920,480.32297214865685,184320
195.47,1.75,384,0.0008186636,0.013977051,1.3685223,-0.00034870039,0.043744706,0.18000346422195435,16,2048,512.2862305492163,196608
193.35,1.65,389,0.00077642535,0.011413574,1.3565556,-0.0003694871,0.04734688,0.19744163751602173,17,2176,543.8392290845513,208896
213.46,2.3,384,0.0007928445,0.014444987,1.3536934,-0.0006689943,0.039599076,0.26238465309143066,18,2304,575.7907491214573,221184
191.75,1.7,386,0.0015924937,0.058736168,1.3452804,-0.0015703286,0.03369607,0.3082742691040039,19,2432,607.56517605111,233472
192.83,1.76,381,0.001209666,0.037312828,1.3319459,-0.00073294505,0.032153368,0.38349002599716187,20,2560,639.7382568642497,245760
195.63,1.75,386,0.00064502103,0.014953612,1.3522091,-0.00024336358,0.032812424,0.4005832076072693,21,2688,671.524287018925,258048
179.79,1.32,390,0.0006708189,0.017293295,1.3511342,-0.0004170176,0.029862437,0.45503413677215576,22,2816,702.9527720399201,270336
192.15,1.77,383,0.0005911144,0.01944987,1.3480769,-0.0003596245,0.036557186,0.4989992380142212,23,2944,734.9704643450677,282624
205.03,2.02,387,0.0011376728,0.02697754,1.3335625,-0.00064584624,0.032806624,0.4898272752761841,24,3072,766.7007232494652,294912
185.17,1.55,386,0.00017813066,6.1035156e-05,1.336659,-6.289952e-05,0.029105324,0.5503037571907043,25,3200,798.5012130513787,307200
205.25,2.11,387,0.00067820994,0.009826661,1.3239981,-0.00028117755,0.030999571,0.5514146089553833,26,3328,830.1837403289974,319488
189.37,1.58,394,0.0015470539,0.032714844,1.3428726,-0.00039746266,0.030712094,0.5606997609138489,27,3456,861.350838445127,331776
206.31,1.96,387,0.0009809935,0.03293864,1.3408048,-0.00049275474,0.02930848,0.5782565772533417,28,3584,893.0560164041817,344064
199.69,1.93,385,0.0009666158,0.009012857,1.3369768,-0.00037722773,0.028773803,0.5891521871089935,29,3712,924.9130611978471,356352
188.5,1.69,387,0.0009569479,0.006958008,1.3425349,-0.00014852513,0.02882135,0.6180272996425629,30,3840,956.6312210485339,368640
193.74,1.83,384,0.001142972,0.026916502,1.352622,-0.0009550835,0.027950134,0.6321721076965332,31,3968,988.5983303152025,380928
203.47,2.0,389,0.000968504,0.022644043,1.3420757,-0.00055013725,0.027376657,0.7119925916194916,32,4096,1020.1832640394568,393216
201.56,1.93,388,0.00097384833,0.013916016,1.3368199,-0.00084674923,0.025477072,0.7145290076732635,33,4224,1051.790552802384,405504
198.54,1.91,388,0.0004731423,0.009765625,1.330667,-0.00037265112,0.024070563,0.7199442088603973,34,4352,1083.4283052124083,417792
196.34,1.74,386,0.0014004499,0.027832031,1.3279599,-0.0010134038,0.024414666,0.707971453666687,35,4480,1115.2597446888685,430080
201.72,1.99,394,0.0011106174,0.035868328,1.3206897,-0.00096573454,0.021221938,0.7336580455303192,36,4608,1146.4152857363224,442368
193.53,1.78,385,0.0008990451,0.012736003,1.3244234,-0.00031283556,0.021411797,0.7165504992008209,37,4736,1178.2653930671513,454656
196.25,1.78,382,0.0006750563,0.0040486655,1.3381716,-0.00012021557,0.020264257,0.7685081958770752,38,4864,1210.4006662666798,466944
203.77,2.17,387,0.00060057105,0.010803223,1.3432436,-0.00048129607,0.019112129,0.773048609495163,39,4992,1242.1213696487248,479232
203.52,2.02,389,0.0011408823,0.035217285,1.341735,-0.00097376795,0.02021556,0.7468037009239197,40,5120,1273.6307590939105,491520
196.79,1.87,384,0.0010438438,0.018676758,1.3374588,-0.00057254673,0.01736095,0.7713513970375061,41,5248,1305.6015135794878,503808
201.56,2.01,390,0.00033912924,0.0006510417,1.340189,-0.00049938884,0.02144498,0.713141143321991,42,5376,1337.054573494941,516096
187.43,1.63,383,0.00096059055,0.017333983,1.3236101,-0.00066890963,0.016752807,0.7726229578256607,43,5504,1369.0844294019043,528384
181.72,1.44,392,0.0008633947,0.018249512,1.3192139,-0.00062545715,0.020366544,0.7724525928497314,44,5632,1400.4062996804714,540672
187.76,1.64,385,0.0008023678,0.027099611,1.3234631,-0.00027680438,0.026140805,0.7748049944639206,45,5760,1432.2434049658477,552960
201.15,2.03,392,0.00092023663,0.010314941,1.3185123,-0.00048182317,0.020849206,0.7889804393053055,46,5888,1463.568315550685,565248
215.85,2.33,387,0.0006984225,0.0063069668,1.3091733,-0.000403594,0.017739626,0.8181202858686447,47,6016,1495.2576906979084,577536
219.24,2.5,385,0.0015975907,0.047729492,1.2857767,-0.0014715521,0.016171234,0.8253399878740311,48,6144,1527.138195000589,589824
208.12,2.26,380,0.0008850584,0.013590495,1.2833756,-0.00050654163,0.016397377,0.8208364397287369,49,6272,1559.4382655881345,602112
206.89,2.12,384,0.0007764765,0.012736003,1.3081117,-0.00021486645,0.01894216,0.798694983124733,50,6400,1591.4043378382921,614400
208.5,2.19,385,0.0013769664,0.036885582,1.2810473,-0.0010038295,0.017760618,0.8271922916173935,51,6528,1623.3114221729338,626688
212.97,2.31,383,0.0008484651,0.01574707,1.2837303,-0.0007780189,0.018875908,0.8015666753053665,52,6656,1655.3131285123527,638976
202.94,2.08,381,0.0011689382,0.026102701,1.2772177,-0.0009268098,0.017276658,0.8027566075325012,53,6784,1687.4864252097905,651264
210.5,2.25,386,0.0015066412,0.03434245,1.2708846,-0.0006499303,0.020104151,0.7787554711103439,54,6912,1719.281465176493,663552
206.58,2.15,381,0.0010084204,0.021138508,1.2663589,-0.00029033318,0.019706294,0.8072571009397507,55,7040,1751.4832915216684,675840
203.92,2.11,386,0.0006599871,0.018371582,1.2774125,-0.00081896805,0.013971365,0.8643210679292679,56,7168,1783.289094902575,688128
205.44,2.12,384,0.00067965104,0.01804606,1.2864633,-0.00038020618,0.015371638,0.8435205370187759,57,7296,1815.2167853266,700416
203.78,2.07,391,0.0009941873,0.014811197,1.3050743,-0.00036594726,0.013212084,0.8718199133872986,58,7424,1846.5753803290427,712704
200.01,1.91,389,0.00072585046,0.013102213,1.311521,-0.0007941071,0.018042954,0.8166982084512711,59,7552,1878.1379551514983,724992
197.51,1.81,386,0.000791073,0.021809896,1.296596,-0.00048044976,0.0108326,0.8902709111571312,60,7680,1909.970660816878,737280
189.13,1.73,384,0.001320398,0.04663086,1.3041658,-0.0008119498,0.014396939,0.8462526053190231,61,7808,1941.9115840904415,749568
200.68,2.02,389,0.00026732232,0.0023600261,1.2963463,-0.0002897879,0.015943585,0.84516541659832,62,7936,1973.4657260030508,761856
194.2,1.78,386,0.0004702138,0.016438803,1.2898812,-0.00028008592,0.014792291,0.8489812910556793,63,8064,2005.271439474076,774144
190.36,1.79,388,0.00092015864,0.018819172,1.2868242,-0.0009786219,0.013158722,0.8725839257240295,64,8192,2036.8707376159728,786432
200.57,2.03,383,0.0006144613,0.016947428,1.2650234,-0.0003822289,0.0077504376,0.9283504039049149,65,8320,2068.887427840382,798720
194.88,1.79,385,0.0018578356,0.061665855,1.284459,-0.0006364014,0.011636967,0.8967002928256989,66,8448,2100.758381024003,811008
202.69,2.03,386,0.00081852765,0.032043457,1.2813879,-0.00076128234,0.012022232,0.8836826384067535,67,8576,2132.5116485618055,823296
201.66,2.04,393,0.0012382381,0.037068684,1.2874191,-0.0008897633,0.013732241,0.8414609581232071,68,8704,2163.7064120061696,835584
206.44,2.21,381,0.00044627042,0.01981608,1.2845305,-0.00028187747,0.011555004,0.8704568147659302,69,8832,2195.958858717233,847872
222.98,2.65,391,0.00061554275,0.023661297,1.277047,-0.0006910689,0.014160456,0.8487081378698349,70,8960,2227.337552458048,860160
211.81,2.34,388,0.0012630159,0.034261066,1.2698532,-0.0008182859,0.015953295,0.8236636221408844,71,9088,2258.9745810590684,872448
223.25,2.71,385,0.0010293822,0.008870442,1.2434697,-0.00054510083,0.015295724,0.840005099773407,72,9216,2290.834494050592,884736
201.01,1.96,391,0.00055481045,0.0072021484,1.2464921,-4.6491485e-05,0.017624209,0.8284539580345154,73,9344,2322.2500658519566,897024
197.98,1.88,384,0.0010639232,0.02585856,1.259763,-0.0008519767,0.016378654,0.8383407890796661,74,9472,2354.177033510059,909312
193.31,1.74,385,0.0010121916,0.03112793,1.2680814,-0.0006958779,0.01098654,0.889434389770031,75,9600,2386.075358014554,921600
194.52,1.82,387,0.0012962248,0.04960124,1.2805723,-0.0006168541,0.015357913,0.8597782403230667,76,9728,2417.7769895531237,933888
209.14,2.3,385,0.0011918437,0.026163738,1.2814298,-0.0009970298,0.01486481,0.8676792234182358,77,9856,2449.629691928625,946176
201.14,2.07,384,0.0012669372,0.038920086,1.2681965,-0.00092068856,0.0132354675,0.8729534447193146,78,9984,2481.6242419928312,958464
218.38,2.51,391,0.0008486224,0.020711262,1.2799113,-0.00055046624,0.015038795,0.851346954703331,79,10112,2513.008683986962,970752
206.06,2.18,387,0.001216579,0.054585773,1.2786372,-0.00056578155,0.01763171,0.8271836638450623,80,10240,2544.758523233235,983040
211.93,2.26,385,0.0013770196,0.04313151,1.2949365,-0.0005406091,0.014719875,0.8299331367015839,81,10368,2576.6166104376316,995328
191.9,1.67,390,0.0006487005,0.014689127,1.2975534,-0.00033028136,0.01717693,0.8291956782341003,82,10496,2608.064496450126,1007616
205.19,2.11,379,0.0007277127,0.013448081,1.2917393,-0.0008778089,0.0150607955,0.8596542179584503,83,10624,2640.447736248374,1019904
194.47,1.84,385,0.0006432804,0.026062012,1.2929783,-0.0010309262,0.015729357,0.8669762015342712,84,10752,2672.306257814169,1032192
199.82,1.96,386,0.0010654493,0.036682133,1.2889354,-0.00088116527,0.015768746,0.8623664975166321,85,10880,2704.080142661929,1044480
215.8,2.29,394,0.001098664,0.02931722,1.3026559,-0.0009735593,0.018107435,0.8360285311937332,86,11008,2735.2606736645103,1056768
207.62,2.16,391,0.00085190486,0.015970865,1.2851448,-0.00067627017,0.015114066,0.8540017753839493,87,11136,2766.6478737443686,1069056
197.34,1.88,381,0.0012501992,0.037984215,1.3087561,-0.001362296,0.011326711,0.8803039491176605,88,11264,2798.8798091225326,1081344
183.25,1.46,379,0.0012520222,0.03186035,1.2913117,-0.0014200632,0.013119761,0.8667297661304474,89,11392,2831.2692203633487,1093632
179.12,1.35,386,0.001241227,0.03930664,1.2967708,-0.00048581196,0.014902428,0.8645069897174835,90,11520,2863.0398143939674,1105920
180.71,1.39,387,0.0005800667,0.014811198,1.3038036,-0.000550614,0.015047395,0.8606832176446915,91,11648,2894.75831849128,1118208
181.13,1.42,391,0.001052762,0.023010254,1.2926365,-0.00082620844,0.018526189,0.8282347768545151,92,11776,2926.162767563015,1130496
206.28,2.02,384,0.0011108521,0.026631672,1.3007709,-0.00037866182,0.020461151,0.8181872069835663,93,11904,2958.129779931158,1142784
218.55,2.36,390,0.0004265772,0.003560384,1.2972522,-0.00018279352,0.020185616,0.8136284053325653,94,12032,2989.634891990572,1155072
200.69,1.91,388,0.0014927137,0.033813477,1.3081857,-0.00082883885,0.014580867,0.8780825808644295,95,12160,3021.3013428896666,1167360
203.63,2.16,392,0.0005402086,0.014994304,1.3270279,-0.0008014235,0.012516555,0.8785118535161018,96,12288,3052.590459547937,1179648
221.64,2.63,385,0.0004147073,0.006754557,1.3230598,-0.00058269396,0.013721051,0.8804699555039406,97,12416,3084.4699290543795,1191936
225.41,2.61,391,0.0011593197,0.03479004,1.3314075,-0.0013677261,0.011999442,0.8845262303948402,98,12544,3115.874865513295,1204224
