# {"t_start": 1574686248.9270113, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
3.0,230,69.687476
2.0,190,114.964004
1.0,174,154.673076
3.0,251,213.24419
0.0,125,241.320835
0.0,127,268.338345
1.0,172,309.025165
0.0,127,336.7082
0.0,127,363.455398
0.0,129,392.086676
0.0,127,420.559278
0.0,127,448.734991
0.0,127,477.114323
0.0,129,506.23956
0.0,127,534.435245
2.0,220,584.562007
3.0,250,643.764298
7.0,433,747.41297
3.0,230,801.857312
2.0,224,853.852098
0.0,127,881.639648
0.0,129,910.223357
2.0,224,961.742313
9.0,404,1058.108187
0.0,129,1086.752507
0.0,125,1114.539894
5.0,350,1197.921931
0.0,129,1226.922187
0.0,129,1253.980069
2.0,200,1300.938075
0.0,127,1328.910023
2.0,202,1375.248194
2.0,205,1423.049766
0.0,127,1451.10032
0.0,129,1479.460092
11.0,482,1595.46841
0.0,127,1623.360378
0.0,127,1652.148381
2.0,202,1698.484863
0.0,127,1726.752728
0.0,129,1755.774532
7.0,466,1868.281429
0.0,125,1896.102448
2.0,200,1941.666215
0.0,129,1970.457773
3.0,248,2028.515916
0.0,129,2057.087012
0.0,127,2085.789178
0.0,125,2112.110353
0.0,129,2140.648818
9.0,404,2236.980229
0.0,127,2264.993842
0.0,127,2293.357806
6.0,379,2384.132481
2.0,202,2430.127284
5.0,350,2513.993858
0.0,129,2542.686938
0.0,125,2570.152654
0.0,127,2598.468504
0.0,127,2626.582026
9.0,404,2723.950772
0.0,129,2752.063823
0.0,125,2778.098313
0.0,129,2807.095425
0.0,127,2835.663814
0.0,129,2864.639938
0.0,127,2892.700328
1.0,173,2931.602775
4.0,297,3001.462642
0.0,127,3029.553359
10.0,433,3133.928091
0.0,125,3160.062323
0.0,125,3188.148539
2.0,202,3235.412559
0.0,129,3263.72105
5.0,350,3345.216073
4.0,300,3417.161831
0.0,125,3442.797817
1.0,173,3483.285975
2.0,186,3525.095906
2.0,187,3567.336349
0.0,127,3595.912966
5.0,352,3680.579517
0.0,129,3708.684829
1.0,157,3742.913309
1.0,178,3782.930744
0.0,127,3810.880197
2.0,202,3857.971784
6.0,397,3951.935114
5.0,299,4022.461522
0.0,129,4051.162105
2.0,206,4097.740032
0.0,127,4125.746318
5.0,315,4199.525774
8.0,298,4270.526304
12.0,302,4340.895534
5.0,350,4421.523241
11.0,472,4533.757691
5.0,350,4616.848161
2.0,186,4657.946569
10.0,451,4764.383295
0.0,129,4792.923937
8.0,448,4900.052427
3.0,272,4963.119272
5.0,329,5038.819125
5.0,332,5117.872431
10.0,456,5225.363462
8.0,470,5338.544331
14.0,382,5428.534035
14.0,499,5547.111631
11.0,472,5660.390202
6.0,329,5736.135096
9.0,514,5857.772048
0.0,127,5885.269668
1.0,175,5923.652989
10.0,521,6046.962834
9.0,412,6145.413609
8.0,447,6250.425784
6.0,345,6329.76441
18.0,563,6464.672741
9.0,462,6572.673505
14.0,545,6702.932224
3.0,230,6755.314664
0.0,129,6783.168388
8.0,281,6848.690038
0.0,125,6875.614589
0.0,129,6903.817704
6.0,372,6990.04762
8.0,500,7107.184616
6.0,335,7185.360432
15.0,422,7283.956452
11.0,546,7413.248297
7.0,429,7515.168995
16.0,624,7662.023648
0.0,127,7689.67267
19.0,613,7835.596208
6.0,342,7914.786209
13.0,656,8070.431224
19.0,658,8226.288308
1.0,173,8265.660877
0.0,127,8292.688245
13.0,525,8416.195154
17.0,618,8560.718961
0.0,125,8587.657562
16.0,483,8701.84909
12.0,467,8810.94615
5.0,328,8887.635548
7.0,388,8977.721149
5.0,350,9057.215913
38.0,744,9235.530202
11.0,604,9378.468851
10.0,485,9490.587799
0.0,129,9518.326503
16.0,579,9655.374008
0.0,129,9683.637666
2.0,200,9728.515456
12.0,436,9830.214842
1.0,174,9869.446656
16.0,472,9979.556539
10.0,498,10097.23221
12.0,497,10215.636568
10.0,532,10339.479635
12.0,579,10476.641321
16.0,551,10607.128767
5.0,350,10689.119149
5.0,352,10771.743067
11.0,587,10908.832996
21.0,684,11071.868979
20.0,619,11217.971974
14.0,626,11367.426011
20.0,678,11528.594919
17.0,573,11665.125808
23.0,698,11832.823885
